transaction_id,account_id,beneficiary_id,device_id,transaction_timestamp,amount,currency,transaction_type,merchant_category,origin_country,destination_country,channel,is_suspicious,suspicious_pattern
TXN0001042,ACCT000246,BEN000798,DEV000483,2025-05-23T05:36:00,25.71,USD,international_transfer,cash_services,FR,GB,web,False,normal_activity
TXN0001043,ACCT000304,BEN000029,DEV000135,2025-03-10T14:26:00,82.87,SGD,card_payment,electronics,SG,ZA,api,False,normal_activity
TXN0001044,ACCT000235,BEN000729,DEV000393,2025-12-15T21:19:00,76.28,USD,card_payment,electronics,NL,GB,web,True,unusual_amount_spike
TXN0001045,ACCT000625,BEN000543,DEV000136,2025-10-29T03:47:00,85.22,SGD,card_payment,travel,DE,NG,branch,False,normal_activity
TXN0001046,ACCT000359,BEN000244,DEV000121,2025-11-29T16:10:00,88.58,SGD,international_transfer,grocery,GB,NL,mobile,False,normal_activity
TXN0001047,ACCT000355,BEN000028,DEV000576,2025-12-03T23:19:00,54.83,USD,card_payment,electronics,US,NG,mobile,False,normal_activity
TXN0001048,ACCT000602,BEN000677,DEV000366,2025-04-19T17:23:00,61.37,SGD,international_transfer,electronics,NL,DE,mobile,False,normal_activity
TXN0001049,ACCT000461,BEN000096,DEV000119,2025-07-19T03:32:00,21.63,AED,bank_transfer,travel,DE,US,branch,False,normal_activity
TXN0001050,ACCT000105,BEN000077,DEV000085,2025-09-25T07:23:00,232.07,AED,bank_transfer,grocery,US,AE,mobile,False,normal_activity
TXN0001051,ACCT000133,BEN000633,DEV000030,2025-11-18T02:06:00,49.23,USD,card_payment,electronics,DE,SG,mobile,False,normal_activity
TXN0001052,ACCT000239,BEN000543,DEV000299,2025-02-12T10:55:00,27.8,USD,card_payment,grocery,NL,NG,branch,False,normal_activity
TXN0001053,ACCT000069,BEN000102,DEV000061,2025-12-07T07:33:00,108.87,USD,card_payment,travel,GB,GB,mobile,False,normal_activity
TXN0001054,ACCT000485,BEN000274,DEV000351,2025-10-04T14:26:00,73.68,GBP,bank_transfer,gambling,AE,DE,web,False,normal_activity
TXN0001055,ACCT000347,BEN000534,DEV000261,2025-06-22T20:46:00,48.3,AED,bank_transfer,grocery,FR,BR,web,True,account_takeover_style_behaviour
TXN0001056,ACCT000031,BEN000527,DEV000382,2025-09-26T13:04:00,43.92,AED,bank_transfer,cash_services,GB,GB,mobile,False,normal_activity
TXN0001057,ACCT000281,BEN000290,DEV000125,2025-04-14T06:04:00,66.35,AED,bank_transfer,crypto_exchange,DE,NL,mobile,False,normal_activity
TXN0001058,ACCT000581,BEN000330,DEV000088,2025-05-11T04:04:00,223.91,GBP,bank_transfer,grocery,AE,DE,web,False,normal_activity
TXN0001059,ACCT000635,BEN000064,DEV000061,2025-03-14T20:00:00,101.76,AED,bank_transfer,grocery,GB,US,mobile,False,normal_activity
TXN0001060,ACCT000674,BEN000008,DEV000058,2025-05-22T05:41:00,64.65,AED,cash_withdrawal,grocery,FR,NL,mobile,False,normal_activity
TXN0001061,ACCT000646,BEN000775,DEV000044,2025-04-23T19:03:00,5000.0,GBP,card_payment,cash_services,GB,SG,web,True,round_number_payments
TXN0001062,ACCT000426,BEN000186,DEV000156,2025-08-02T21:53:00,68.36,GBP,international_transfer,grocery,GB,AE,mobile,True,mule_account_style_behaviour
TXN0001063,ACCT000650,BEN000742,DEV000481,2025-06-08T09:28:00,95.72,USD,bank_transfer,electronics,GB,NG,mobile,False,normal_activity
TXN0001064,ACCT000670,BEN000034,DEV000365,2025-04-13T06:44:00,76.4,EUR,bank_transfer,crypto_exchange,GB,US,web,False,normal_activity
TXN0001065,ACCT000445,BEN000792,DEV000151,2025-05-22T01:53:00,113.39,USD,card_payment,grocery,BR,GB,api,False,normal_activity
TXN0001066,ACCT000290,BEN000342,DEV000560,2025-07-29T01:10:00,502.45,SGD,bank_transfer,travel,US,GB,branch,True,unusual_amount_spike
TXN0001067,ACCT000677,BEN000645,DEV000457,2025-10-17T06:24:00,23.92,SGD,card_payment,grocery,NL,US,mobile,False,normal_activity
TXN0001068,ACCT000291,BEN000673,DEV000468,2025-11-20T23:35:00,150.83,EUR,bank_transfer,gambling,FR,NL,web,True,new_beneficiary_risk
TXN0001069,ACCT000117,BEN000282,DEV000540,2025-04-07T18:26:00,2418.97,USD,card_payment,cash_services,BR,FR,web,True,unusual_amount_spike
TXN0001070,ACCT000075,BEN000591,DEV000448,2025-06-12T08:46:00,24.96,EUR,card_payment,cash_services,NG,US,mobile,False,normal_activity
TXN0001071,ACCT000398,BEN000268,DEV000575,2025-09-18T07:15:00,78.36,GBP,card_payment,grocery,GB,DE,web,False,normal_activity
TXN0001072,ACCT000025,BEN000632,DEV000005,2025-03-16T12:51:00,44.52,GBP,international_transfer,electronics,TR,PA,branch,True,shared_device_behaviour
TXN0001073,ACCT000084,BEN000768,DEV000514,2025-09-26T12:59:00,147.68,SGD,international_transfer,electronics,GB,DE,web,False,normal_activity
TXN0001074,ACCT000172,BEN000646,DEV000068,2025-07-23T16:28:00,83.26,GBP,bank_transfer,cash_services,AE,NG,web,False,normal_activity
TXN0001075,ACCT000371,BEN000583,DEV000181,2025-02-20T06:07:00,1332.38,AED,card_payment,electronics,BR,NG,mobile,False,normal_activity
TXN0001076,ACCT000335,BEN000298,DEV000536,2025-08-27T06:56:00,50.84,EUR,bank_transfer,travel,GB,GB,web,False,normal_activity
TXN0001077,ACCT000358,BEN000087,DEV000081,2025-02-28T11:57:00,266.02,EUR,international_transfer,travel,US,GB,web,False,normal_activity
TXN0001078,ACCT000356,BEN000405,DEV000009,2025-07-11T23:37:00,290.37,AED,cash_withdrawal,cash_services,DE,SG,mobile,True,shared_device_behaviour
TXN0001079,ACCT000696,BEN000104,DEV000205,2025-04-24T04:35:00,107.8,USD,cash_withdrawal,electronics,DE,GB,api,False,normal_activity
TXN0001080,ACCT000153,BEN000407,DEV000061,2025-01-09T14:59:00,68.95,EUR,bank_transfer,grocery,GB,SG,api,False,normal_activity
TXN0001081,ACCT000332,BEN000696,DEV000142,2025-09-04T10:44:00,72.63,EUR,bank_transfer,cash_services,BR,US,api,False,normal_activity
TXN0001082,ACCT000429,BEN000091,DEV000321,2025-09-02T06:53:00,1000.0,EUR,card_payment,electronics,GB,GB,web,True,round_number_payments
TXN0001083,ACCT000192,BEN000721,DEV000379,2025-04-10T12:28:00,184.93,AED,card_payment,grocery,US,AE,web,False,normal_activity
TXN0001084,ACCT000127,BEN000479,DEV000406,2025-01-14T11:11:00,30.41,AED,cash_withdrawal,travel,GB,US,mobile,False,normal_activity
TXN0001085,ACCT000033,BEN000038,DEV000079,2025-11-18T17:28:00,57.69,EUR,card_payment,grocery,GB,US,api,False,normal_activity
TXN0001086,ACCT000229,BEN000577,DEV000192,2025-06-02T08:37:00,51.73,USD,card_payment,electronics,BR,AE,mobile,True,new_beneficiary_risk
TXN0001087,ACCT000178,BEN000001,DEV000063,2025-11-08T23:26:00,14.1,USD,cash_withdrawal,electronics,FR,NG,mobile,False,normal_activity
TXN0001088,ACCT000137,BEN000489,DEV000006,2025-06-01T06:07:00,144.46,USD,cash_withdrawal,cash_services,US,TR,mobile,False,normal_activity
TXN0001089,ACCT000190,BEN000406,DEV000235,2025-09-28T18:02:00,173.58,EUR,card_payment,grocery,ZA,GB,branch,False,normal_activity
TXN0001090,ACCT000488,BEN000597,DEV000373,2025-11-05T22:31:00,37.68,GBP,bank_transfer,travel,ZA,DE,mobile,False,normal_activity
TXN0001091,ACCT000580,BEN000301,DEV000223,2025-09-07T05:10:00,168.53,USD,card_payment,grocery,GB,DE,web,False,normal_activity
TXN0001092,ACCT000362,BEN000096,DEV000025,2025-11-11T21:00:00,16.03,SGD,card_payment,grocery,US,US,web,False,normal_activity
TXN0001093,ACCT000047,BEN000310,DEV000132,2025-01-24T13:14:00,68.14,SGD,card_payment,gambling,GB,NG,mobile,False,normal_activity
TXN0001094,ACCT000516,BEN000610,DEV000260,2025-10-10T21:21:00,59.52,GBP,bank_transfer,crypto_exchange,FR,FR,branch,False,normal_activity
TXN0001095,ACCT000107,BEN000763,DEV000214,2025-09-20T02:57:00,72.17,AED,card_payment,cash_services,SG,GB,branch,False,normal_activity
TXN0001096,ACCT000041,BEN000167,DEV000495,2025-10-27T04:49:00,71.83,GBP,cash_withdrawal,electronics,GB,DE,mobile,False,normal_activity
TXN0001097,ACCT000398,BEN000282,DEV000359,2025-08-20T15:15:00,62.22,GBP,card_payment,grocery,ZA,FR,mobile,False,normal_activity
TXN0001098,ACCT000298,BEN000702,DEV000600,2025-03-21T20:42:00,47.04,GBP,card_payment,travel,ZA,GB,web,False,normal_activity
TXN0001099,ACCT000219,BEN000251,DEV000106,2025-08-10T09:01:00,2500.0,GBP,card_payment,electronics,FR,AE,mobile,True,round_number_payments
TXN0001100,ACCT000677,BEN000196,DEV000223,2025-09-19T10:38:00,227.44,GBP,bank_transfer,electronics,GB,US,mobile,False,normal_activity
TXN0001101,ACCT000064,BEN000666,DEV000053,2025-12-29T22:37:00,39.61,AED,international_transfer,grocery,US,SG,api,False,normal_activity
TXN0001102,ACCT000038,BEN000394,DEV000013,2025-10-01T11:43:00,10855.75,EUR,card_payment,cash_services,GB,PA,mobile,True,rapid_movement_of_funds
TXN0001103,ACCT000412,BEN000467,DEV000555,2025-11-04T00:47:00,37.65,GBP,bank_transfer,cash_services,GB,DE,mobile,False,normal_activity
TXN0001104,ACCT000293,BEN000390,DEV000296,2025-10-11T23:55:00,82.77,GBP,card_payment,gambling,US,ZA,mobile,False,normal_activity
TXN0001105,ACCT000562,BEN000483,DEV000396,2025-02-07T08:13:00,111.51,USD,card_payment,grocery,US,NL,mobile,False,normal_activity
TXN0001106,ACCT000029,BEN000216,DEV000166,2025-10-18T02:18:00,5000.0,EUR,card_payment,travel,GB,AE,mobile,True,round_number_payments
TXN0001107,ACCT000294,BEN000586,DEV000031,2025-09-15T12:14:00,231.4,EUR,card_payment,crypto_exchange,FR,ZA,mobile,True,high_transaction_velocity
TXN0001108,ACCT000103,BEN000290,DEV000536,2025-03-01T14:00:00,108.93,EUR,international_transfer,grocery,GB,NL,web,False,normal_activity
TXN0001109,ACCT000029,BEN000419,DEV000396,2025-03-10T12:12:00,55.46,USD,bank_transfer,travel,US,DE,web,False,normal_activity
TXN0001110,ACCT000324,BEN000149,DEV000427,2025-04-04T18:39:00,2544.37,GBP,international_transfer,electronics,GB,US,web,True,unusual_amount_spike
TXN0001111,ACCT000515,BEN000010,DEV000321,2025-08-03T02:21:00,26.74,EUR,cash_withdrawal,grocery,GB,GB,branch,False,normal_activity
TXN0001112,ACCT000111,BEN000457,DEV000243,2025-10-14T01:05:00,40.09,GBP,cash_withdrawal,grocery,US,US,mobile,False,normal_activity
TXN0001113,ACCT000590,BEN000112,DEV000254,2025-11-18T08:01:00,110.64,AED,card_payment,grocery,GB,SG,web,False,normal_activity
TXN0001114,ACCT000364,BEN000731,DEV000458,2025-02-23T18:46:00,137.18,USD,card_payment,grocery,DE,NL,branch,False,normal_activity
TXN0001115,ACCT000337,BEN000768,DEV000137,2025-12-25T03:25:00,89.15,SGD,card_payment,travel,GB,DE,web,False,normal_activity
TXN0001116,ACCT000646,BEN000254,DEV000205,2025-02-15T05:53:00,59.47,SGD,card_payment,cash_services,DE,US,api,False,normal_activity
TXN0001117,ACCT000231,BEN000232,DEV000185,2025-08-03T07:35:00,53.18,GBP,card_payment,grocery,NL,NL,web,False,normal_activity
TXN0001118,ACCT000141,BEN000407,DEV000314,2025-12-23T14:38:00,184.61,SGD,card_payment,travel,GB,SG,api,False,normal_activity
TXN0001119,ACCT000551,BEN000164,DEV000581,2025-06-01T20:43:00,82.79,SGD,bank_transfer,grocery,GB,US,mobile,False,normal_activity
TXN0001120,ACCT000076,BEN000690,DEV000554,2025-12-20T05:50:00,5000.0,GBP,card_payment,travel,GB,DE,mobile,True,round_number_payments
TXN0001121,ACCT000611,BEN000082,DEV000327,2025-08-19T20:40:00,391.67,EUR,bank_transfer,grocery,GB,FR,mobile,True,unusual_amount_spike
TXN0001122,ACCT000578,BEN000362,DEV000121,2025-05-03T21:47:00,260.37,GBP,bank_transfer,grocery,GB,GB,branch,False,normal_activity
TXN0001123,ACCT000684,BEN000152,DEV000565,2025-11-16T16:09:00,34.92,EUR,card_payment,gambling,GB,PA,mobile,True,high_risk_jurisdiction_exposure
TXN0001124,ACCT000323,BEN000666,DEV000005,2025-01-04T03:16:00,85.24,GBP,card_payment,cash_services,US,SG,mobile,True,shared_device_behaviour
TXN0001125,ACCT000436,BEN000116,DEV000214,2025-10-06T22:37:00,224.94,USD,bank_transfer,travel,SG,GB,api,False,normal_activity
TXN0001126,ACCT000618,BEN000358,DEV000532,2025-05-26T08:38:00,108.62,AED,international_transfer,grocery,GB,GB,web,False,normal_activity
TXN0001127,ACCT000093,BEN000667,DEV000158,2025-09-19T03:47:00,33.72,AED,cash_withdrawal,crypto_exchange,GB,FR,mobile,False,normal_activity
TXN0001128,ACCT000215,BEN000353,DEV000278,2025-01-10T10:39:00,26.73,AED,international_transfer,crypto_exchange,NL,DE,mobile,False,normal_activity
TXN0001129,ACCT000331,BEN000148,DEV000551,2025-11-27T08:37:00,358.85,AED,card_payment,travel,GB,GB,web,False,normal_activity
TXN0001130,ACCT000440,BEN000126,DEV000191,2025-02-22T08:25:00,26.13,EUR,cash_withdrawal,cash_services,US,ZA,api,True,mule_account_style_behaviour
TXN0001131,ACCT000476,BEN000484,DEV000375,2025-08-10T04:36:00,40.53,AED,bank_transfer,travel,US,AE,web,False,normal_activity
TXN0001132,ACCT000647,BEN000100,DEV000023,2025-03-23T19:14:00,93.25,AED,international_transfer,cash_services,GB,NG,mobile,True,high_risk_jurisdiction_exposure
TXN0001133,ACCT000343,BEN000285,DEV000598,2025-12-04T05:23:00,54.76,USD,card_payment,cash_services,SG,GB,web,False,normal_activity
TXN0001134,ACCT000121,BEN000490,DEV000252,2025-11-03T07:34:00,111.77,GBP,cash_withdrawal,cash_services,GB,GB,mobile,False,normal_activity
TXN0001135,ACCT000133,BEN000304,DEV000403,2025-11-02T08:45:00,284.72,USD,bank_transfer,grocery,TR,GB,api,True,unusual_amount_spike
TXN0001136,ACCT000561,BEN000662,DEV000301,2025-05-17T23:37:00,55.18,SGD,bank_transfer,grocery,DE,US,web,False,normal_activity
TXN0001137,ACCT000323,BEN000551,DEV000261,2025-03-08T08:30:00,122.72,GBP,bank_transfer,travel,FR,US,web,False,normal_activity
TXN0001138,ACCT000443,BEN000109,DEV000244,2025-01-04T00:00:00,123.1,SGD,bank_transfer,crypto_exchange,DE,AE,mobile,False,normal_activity
TXN0001139,ACCT000395,BEN000654,DEV000011,2025-03-16T00:51:00,39.84,USD,international_transfer,grocery,GB,GB,mobile,False,normal_activity
TXN0001140,ACCT000570,BEN000729,DEV000167,2025-08-21T11:02:00,26.59,EUR,international_transfer,grocery,GB,GB,web,False,normal_activity
TXN0001141,ACCT000153,BEN000162,DEV000229,2025-05-05T08:53:00,80.83,USD,bank_transfer,travel,AE,US,web,False,normal_activity
TXN0001142,ACCT000120,BEN000288,DEV000222,2025-01-26T18:42:00,20.47,SGD,card_payment,grocery,FR,US,mobile,False,normal_activity
TXN0001143,ACCT000514,BEN000317,DEV000165,2025-12-31T17:52:00,211.84,USD,bank_transfer,gambling,TR,FR,web,False,normal_activity
TXN0001144,ACCT000304,BEN000341,DEV000386,2025-11-23T08:21:00,76.84,EUR,card_payment,cash_services,GB,NL,mobile,False,normal_activity
TXN0001145,ACCT000572,BEN000372,DEV000498,2025-06-09T19:24:00,35.62,SGD,bank_transfer,grocery,GB,GB,web,False,normal_activity
TXN0001146,ACCT000091,BEN000716,DEV000535,2025-03-31T13:17:00,25.81,AED,card_payment,grocery,AE,GB,web,False,normal_activity
TXN0001147,ACCT000191,BEN000522,DEV000584,2025-06-12T12:50:00,37.72,EUR,bank_transfer,crypto_exchange,US,FR,mobile,False,normal_activity
TXN0001148,ACCT000673,BEN000718,DEV000390,2025-03-28T18:36:00,16.35,GBP,bank_transfer,travel,GB,NG,web,False,normal_activity
TXN0001149,ACCT000591,BEN000281,DEV000001,2025-01-27T13:15:00,104.09,EUR,card_payment,travel,FR,GB,mobile,True,shared_device_behaviour
TXN0001150,ACCT000044,BEN000420,DEV000388,2025-05-25T22:06:00,32.38,GBP,card_payment,travel,NG,NL,web,True,account_takeover_style_behaviour
TXN0001151,ACCT000572,BEN000086,DEV000080,2025-03-01T16:54:00,95.56,SGD,card_payment,travel,GB,US,api,False,normal_activity
TXN0001152,ACCT000046,BEN000222,DEV000491,2025-02-09T05:13:00,108.18,USD,international_transfer,grocery,GB,US,api,False,normal_activity
TXN0001153,ACCT000085,BEN000468,DEV000321,2025-12-25T22:26:00,159.08,SGD,bank_transfer,electronics,GB,GB,mobile,False,normal_activity
TXN0001154,ACCT000629,BEN000138,DEV000100,2025-01-09T10:41:00,83.65,GBP,bank_transfer,cash_services,FR,US,web,False,normal_activity
TXN0001155,ACCT000089,BEN000769,DEV000256,2025-10-30T12:30:00,183.59,EUR,card_payment,cash_services,GB,GB,web,False,normal_activity
TXN0001156,ACCT000211,BEN000218,DEV000181,2025-11-30T17:51:00,232.18,GBP,cash_withdrawal,crypto_exchange,BR,GB,branch,True,new_beneficiary_risk
TXN0001157,ACCT000095,BEN000130,DEV000210,2025-06-07T17:46:00,84.13,EUR,card_payment,travel,GB,GB,mobile,False,normal_activity
TXN0001158,ACCT000418,BEN000625,DEV000031,2025-11-12T05:12:00,14376.92,GBP,card_payment,cash_services,FR,US,mobile,True,rapid_movement_of_funds
TXN0001159,ACCT000041,BEN000073,DEV000010,2025-07-05T02:11:00,40.38,EUR,bank_transfer,electronics,FR,FR,mobile,False,normal_activity
TXN0001160,ACCT000202,BEN000260,DEV000210,2025-12-01T10:58:00,27.42,EUR,card_payment,electronics,GB,BR,api,False,normal_activity
TXN0001161,ACCT000229,BEN000160,DEV000182,2025-10-30T12:27:00,211.42,GBP,cash_withdrawal,grocery,US,ZA,api,False,normal_activity
TXN0001162,ACCT000455,BEN000556,DEV000600,2025-09-04T23:21:00,115.03,SGD,cash_withdrawal,crypto_exchange,ZA,SG,mobile,False,normal_activity
TXN0001163,ACCT000348,BEN000675,DEV000158,2025-07-29T12:33:00,123.74,AED,bank_transfer,gambling,GB,DE,web,False,normal_activity
TXN0001164,ACCT000135,BEN000157,DEV000198,2025-01-05T18:03:00,39.19,EUR,card_payment,electronics,GB,GB,mobile,False,normal_activity
TXN0001165,ACCT000326,BEN000333,DEV000550,2025-04-13T21:00:00,287.59,EUR,card_payment,grocery,GB,NG,mobile,False,normal_activity
TXN0001166,ACCT000322,BEN000383,DEV000516,2025-12-22T05:07:00,54.28,USD,bank_transfer,travel,GB,US,mobile,True,mule_account_style_behaviour
TXN0001167,ACCT000248,BEN000553,DEV000035,2025-12-03T07:21:00,32.41,USD,card_payment,electronics,FR,DE,branch,False,normal_activity
TXN0001168,ACCT000374,BEN000282,DEV000052,2025-09-16T16:45:00,39.79,GBP,cash_withdrawal,grocery,US,FR,mobile,True,mule_account_style_behaviour
TXN0001169,ACCT000229,BEN000419,DEV000057,2025-06-30T11:32:00,274.26,EUR,bank_transfer,travel,TR,DE,web,False,normal_activity
TXN0001170,ACCT000234,BEN000403,DEV000276,2025-06-01T13:26:00,24.53,EUR,card_payment,grocery,DE,FR,api,False,normal_activity
TXN0001171,ACCT000549,BEN000010,DEV000344,2025-06-02T22:12:00,33.92,GBP,card_payment,gambling,GB,GB,mobile,False,normal_activity
TXN0001172,ACCT000177,BEN000456,DEV000211,2025-09-25T08:31:00,905.65,USD,card_payment,travel,DE,DE,web,False,normal_activity
TXN0001173,ACCT000231,BEN000455,DEV000008,2025-04-08T04:41:00,155.54,EUR,card_payment,travel,ZA,US,api,False,normal_activity
TXN0001174,ACCT000099,BEN000793,DEV000121,2025-07-26T23:34:00,34.48,USD,international_transfer,cash_services,GB,ZA,web,False,normal_activity
TXN0001175,ACCT000489,BEN000409,DEV000369,2025-08-17T17:19:00,25.2,EUR,bank_transfer,travel,ZA,US,mobile,False,normal_activity
TXN0001176,ACCT000495,BEN000720,DEV000224,2025-09-03T03:55:00,259.81,EUR,bank_transfer,travel,US,US,mobile,True,unusual_amount_spike
TXN0001177,ACCT000475,BEN000280,DEV000075,2025-03-02T13:41:00,72.78,AED,card_payment,grocery,DE,DE,web,False,normal_activity
TXN0001178,ACCT000118,BEN000557,DEV000391,2025-10-28T19:09:00,128.41,GBP,card_payment,gambling,US,DE,mobile,False,normal_activity
TXN0001179,ACCT000317,BEN000722,DEV000369,2025-06-08T05:23:00,261.63,GBP,bank_transfer,travel,ZA,US,web,False,normal_activity
TXN0001180,ACCT000205,BEN000123,DEV000295,2025-12-08T16:57:00,12.13,USD,international_transfer,travel,US,GB,mobile,False,normal_activity
TXN0001181,ACCT000535,BEN000454,DEV000565,2025-06-11T21:07:00,20.23,AED,bank_transfer,travel,GB,DE,branch,False,normal_activity
TXN0001182,ACCT000236,BEN000736,DEV000507,2025-10-18T18:41:00,59.88,AED,card_payment,electronics,NL,US,mobile,False,normal_activity
TXN0001183,ACCT000292,BEN000445,DEV000024,2025-02-10T16:12:00,819.67,SGD,international_transfer,electronics,FR,US,web,True,account_takeover_style_behaviour
TXN0001184,ACCT000319,BEN000715,DEV000543,2025-11-23T23:56:00,1000.0,SGD,card_payment,travel,GB,PA,web,True,round_number_payments
TXN0001185,ACCT000533,BEN000336,DEV000030,2025-01-10T20:25:00,93.27,SGD,bank_transfer,electronics,DE,GB,mobile,False,normal_activity
TXN0001186,ACCT000492,BEN000710,DEV000290,2025-07-27T03:19:00,306.34,AED,international_transfer,electronics,GB,GB,web,True,unusual_amount_spike
TXN0001187,ACCT000574,BEN000504,DEV000542,2025-10-01T01:27:00,9.89,AED,bank_transfer,crypto_exchange,GB,FR,api,False,normal_activity
TXN0001188,ACCT000300,BEN000384,DEV000590,2025-05-04T12:40:00,69.06,SGD,international_transfer,travel,ZA,GB,web,False,normal_activity
TXN0001189,ACCT000574,BEN000172,DEV000014,2025-12-16T04:59:00,60.98,USD,cash_withdrawal,cash_services,DE,GB,mobile,False,normal_activity
TXN0001190,ACCT000610,BEN000137,DEV000044,2025-09-02T10:28:00,52.4,GBP,card_payment,electronics,GB,TR,api,True,high_risk_jurisdiction_exposure
TXN0001191,ACCT000367,BEN000232,DEV000145,2025-11-26T08:05:00,47.35,GBP,bank_transfer,gambling,NL,NL,mobile,False,normal_activity
TXN0001192,ACCT000476,BEN000604,DEV000166,2025-07-23T00:33:00,34.0,SGD,bank_transfer,travel,GB,ZA,mobile,False,normal_activity
TXN0001193,ACCT000637,BEN000375,DEV000168,2025-09-15T23:58:00,27.66,GBP,card_payment,grocery,FR,GB,mobile,False,normal_activity
TXN0001194,ACCT000587,BEN000311,DEV000251,2025-01-21T12:24:00,232.89,AED,international_transfer,electronics,ZA,GB,web,False,normal_activity
TXN0001195,ACCT000194,BEN000374,DEV000192,2025-01-25T00:05:00,30.03,EUR,cash_withdrawal,electronics,BR,GB,mobile,True,mule_account_style_behaviour
TXN0001196,ACCT000502,BEN000276,DEV000350,2025-07-30T04:43:00,52.01,AED,card_payment,grocery,US,PA,mobile,False,normal_activity
TXN0001197,ACCT000313,BEN000646,DEV000513,2025-05-16T16:06:00,64.38,AED,card_payment,crypto_exchange,FR,NG,mobile,False,normal_activity
TXN0001198,ACCT000105,BEN000313,DEV000328,2025-06-02T08:32:00,125.92,EUR,card_payment,travel,US,US,mobile,True,high_transaction_velocity
TXN0001199,ACCT000261,BEN000378,DEV000200,2025-08-13T05:53:00,30.98,EUR,card_payment,electronics,GB,NL,web,False,normal_activity
TXN0001200,ACCT000685,BEN000448,DEV000341,2025-05-15T21:26:00,2074.75,GBP,bank_transfer,grocery,NL,SG,web,True,unusual_amount_spike
TXN0001201,ACCT000671,BEN000518,DEV000373,2025-12-30T14:34:00,39.58,AED,bank_transfer,travel,ZA,TR,web,True,high_risk_jurisdiction_exposure
TXN0001202,ACCT000551,BEN000267,DEV000538,2025-09-22T10:16:00,57.64,SGD,card_payment,travel,US,NL,mobile,False,normal_activity
TXN0001203,ACCT000694,BEN000059,DEV000569,2025-08-09T11:32:00,292.59,EUR,bank_transfer,travel,GB,NL,api,False,normal_activity
TXN0001204,ACCT000401,BEN000552,DEV000167,2025-11-20T01:33:00,27.87,GBP,card_payment,electronics,GB,US,web,True,account_takeover_style_behaviour
TXN0001205,ACCT000531,BEN000449,DEV000551,2025-01-09T17:55:00,7379.94,AED,international_transfer,grocery,GB,DE,mobile,True,rapid_movement_of_funds
TXN0001206,ACCT000116,BEN000519,DEV000491,2025-03-13T22:56:00,164.7,GBP,international_transfer,grocery,GB,ZA,mobile,False,normal_activity
TXN0001207,ACCT000210,BEN000435,DEV000077,2025-10-30T12:45:00,88.14,SGD,card_payment,travel,TR,SG,api,False,normal_activity
TXN0001208,ACCT000121,BEN000408,DEV000335,2025-10-18T03:17:00,59.99,USD,card_payment,grocery,FR,NG,web,False,normal_activity
TXN0001209,ACCT000657,BEN000759,DEV000092,2025-08-02T00:37:00,451.75,SGD,international_transfer,grocery,AE,AE,mobile,False,normal_activity
TXN0001210,ACCT000431,BEN000044,DEV000295,2025-03-03T21:39:00,65.86,GBP,card_payment,gambling,US,NG,mobile,False,normal_activity
TXN0001211,ACCT000653,BEN000074,DEV000027,2025-04-19T01:13:00,80.13,AED,cash_withdrawal,grocery,DE,PA,web,False,normal_activity
TXN0001212,ACCT000292,BEN000750,DEV000180,2025-07-30T09:40:00,49.26,EUR,card_payment,electronics,NL,US,mobile,False,normal_activity
TXN0001213,ACCT000283,BEN000710,DEV000353,2025-01-31T18:35:00,76.4,EUR,card_payment,travel,GB,GB,web,False,normal_activity
TXN0001214,ACCT000474,BEN000330,DEV000183,2025-11-06T14:17:00,5000.0,AED,bank_transfer,grocery,TR,DE,mobile,True,round_number_payments
TXN0001215,ACCT000398,BEN000433,DEV000007,2025-05-01T11:00:00,52.05,GBP,card_payment,grocery,AE,DE,mobile,False,normal_activity
TXN0001216,ACCT000261,BEN000360,DEV000234,2025-11-27T15:09:00,10.0,SGD,cash_withdrawal,grocery,US,US,web,False,normal_activity
TXN0001217,ACCT000223,BEN000798,DEV000325,2025-07-14T22:57:00,105.87,EUR,international_transfer,grocery,SG,GB,web,False,normal_activity
TXN0001218,ACCT000359,BEN000365,DEV000459,2025-04-23T13:58:00,25.27,SGD,bank_transfer,travel,GB,DE,mobile,False,normal_activity
TXN0001219,ACCT000053,BEN000608,DEV000082,2025-01-16T02:08:00,130.02,SGD,bank_transfer,crypto_exchange,US,GB,mobile,True,mule_account_style_behaviour
TXN0001220,ACCT000132,BEN000293,DEV000287,2025-10-26T21:23:00,66.61,AED,bank_transfer,travel,GB,GB,branch,False,normal_activity
TXN0001221,ACCT000031,BEN000306,DEV000120,2025-08-30T16:29:00,155.84,USD,cash_withdrawal,electronics,TR,NL,branch,False,normal_activity
TXN0001222,ACCT000109,BEN000540,DEV000093,2025-11-17T18:11:00,28.4,USD,card_payment,grocery,DE,FR,web,True,mule_account_style_behaviour
TXN0001223,ACCT000140,BEN000320,DEV000074,2025-03-21T12:45:00,41.19,SGD,bank_transfer,cash_services,BR,DE,branch,False,normal_activity
TXN0001224,ACCT000053,BEN000012,DEV000456,2025-03-05T01:30:00,49.11,EUR,bank_transfer,grocery,US,GB,mobile,False,normal_activity
TXN0001225,ACCT000039,BEN000139,DEV000552,2025-03-27T20:52:00,17.57,AED,card_payment,grocery,NL,GB,mobile,False,normal_activity
TXN0001226,ACCT000574,BEN000699,DEV000399,2025-05-21T10:11:00,181.32,SGD,cash_withdrawal,travel,GB,GB,mobile,False,normal_activity
