alert_id,transaction_id,account_id,alert_type,alert_severity,alert_status,alert_timestamp,alert_reason
ALERT000207,TXN0001201,ACCT000671,jurisdiction_risk,high,closed_false_positive,2025-12-30T14:57:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000208,TXN0001204,ACCT000401,account_takeover,high,open,2025-11-20T02:19:00,Synthetic alert generated for account takeover style behaviour.
ALERT000209,TXN0001205,ACCT000531,rapid_movement,medium,open,2025-01-09T20:49:00,Synthetic alert generated for rapid movement of funds.
ALERT000210,TXN0001214,ACCT000474,structuring_indicator,medium,closed_false_positive,2025-11-06T15:56:00,Synthetic alert generated for round number payments.
ALERT000211,TXN0001219,ACCT000053,mule_activity,high,open,2025-01-16T03:28:00,Synthetic alert generated for mule account style behaviour.
ALERT000212,TXN0001222,ACCT000109,mule_activity,medium,in_review,2025-11-17T20:22:00,Synthetic alert generated for mule account style behaviour.
ALERT000213,TXN0001235,ACCT000441,rapid_movement,medium,closed_false_positive,2025-09-25T06:14:00,Synthetic alert generated for rapid movement of funds.
ALERT000214,TXN0001236,ACCT000357,structuring_indicator,medium,in_review,2025-07-08T22:24:00,Synthetic alert generated for round number payments.
ALERT000215,TXN0001246,ACCT000456,amount_spike,medium,in_review,2025-08-12T01:13:00,Synthetic alert generated for unusual amount spike.
ALERT000216,TXN0001258,ACCT000052,new_beneficiary,medium,closed_false_positive,2025-01-05T07:22:00,Synthetic alert generated for new beneficiary risk.
ALERT000217,TXN0001267,ACCT000106,account_takeover,high,in_review,2025-04-09T10:48:00,Synthetic alert generated for account takeover style behaviour.
ALERT000218,TXN0001269,ACCT000177,shared_device,high,closed_false_positive,2025-07-16T23:25:00,Synthetic alert generated for shared device behaviour.
ALERT000219,TXN0001270,ACCT000361,amount_spike,high,in_review,2025-09-06T15:11:00,Synthetic alert generated for unusual amount spike.
ALERT000220,TXN0001271,ACCT000468,account_takeover,high,in_review,2025-06-13T16:15:00,Synthetic alert generated for account takeover style behaviour.
ALERT000221,TXN0001273,ACCT000335,structuring_indicator,high,in_review,2025-10-08T17:16:00,Synthetic alert generated for round number payments.
ALERT000222,TXN0001275,ACCT000302,amount_spike,medium,in_review,2025-05-25T16:57:00,Synthetic alert generated for unusual amount spike.
ALERT000223,TXN0001292,ACCT000018,account_takeover,high,open,2025-09-06T20:18:00,Synthetic alert generated for account takeover style behaviour.
ALERT000224,TXN0001296,ACCT000180,structuring_indicator,medium,in_review,2025-08-12T09:57:00,Synthetic alert generated for round number payments.
ALERT000225,TXN0001302,ACCT000587,account_takeover,high,escalated,2025-11-12T21:24:00,Synthetic alert generated for account takeover style behaviour.
ALERT000226,TXN0001303,ACCT000443,account_takeover,high,in_review,2025-12-04T17:23:00,Synthetic alert generated for account takeover style behaviour.
ALERT000227,TXN0001307,ACCT000230,shared_device,medium,closed_false_positive,2025-07-10T04:44:00,Synthetic alert generated for shared device behaviour.
ALERT000228,TXN0001308,ACCT000062,rapid_movement,medium,in_review,2025-10-12T04:00:00,Synthetic alert generated for rapid movement of funds.
ALERT000229,TXN0001317,ACCT000044,new_beneficiary,medium,in_review,2025-06-26T02:21:00,Synthetic alert generated for new beneficiary risk.
ALERT000230,TXN0001323,ACCT000477,velocity_rule,medium,in_review,2025-03-14T16:38:00,Synthetic alert generated for high transaction velocity.
ALERT000231,TXN0001328,ACCT000203,rapid_movement,medium,open,2025-07-26T15:45:00,Synthetic alert generated for rapid movement of funds.
ALERT000232,TXN0001332,ACCT000515,mule_activity,high,open,2025-08-13T00:17:00,Synthetic alert generated for mule account style behaviour.
ALERT000233,TXN0001338,ACCT000572,amount_spike,medium,closed_false_positive,2025-10-19T16:56:00,Synthetic alert generated for unusual amount spike.
ALERT000234,TXN0001347,ACCT000009,amount_spike,high,open,2025-06-27T17:08:00,Synthetic alert generated for unusual amount spike.
ALERT000235,TXN0001354,ACCT000108,jurisdiction_risk,high,in_review,2025-04-01T04:47:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000236,TXN0001362,ACCT000437,new_beneficiary,medium,in_review,2025-10-02T01:36:00,Synthetic alert generated for new beneficiary risk.
ALERT000237,TXN0001367,ACCT000652,rapid_movement,medium,open,2025-08-19T04:45:00,Synthetic alert generated for rapid movement of funds.
ALERT000238,TXN0001373,ACCT000054,jurisdiction_risk,high,open,2025-08-29T00:06:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000239,TXN0001382,ACCT000073,new_beneficiary,high,escalated,2025-01-31T21:52:00,Synthetic alert generated for new beneficiary risk.
ALERT000240,TXN0001392,ACCT000255,rapid_movement,medium,in_review,2025-12-12T13:48:00,Synthetic alert generated for rapid movement of funds.
ALERT000241,TXN0001410,ACCT000620,velocity_rule,medium,open,2025-03-08T15:41:00,Synthetic alert generated for high transaction velocity.
ALERT000242,TXN0001417,ACCT000627,velocity_rule,medium,open,2025-02-06T11:39:00,Synthetic alert generated for high transaction velocity.
ALERT000243,TXN0001418,ACCT000602,jurisdiction_risk,high,open,2025-02-23T09:03:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000244,TXN0001419,ACCT000421,mule_activity,medium,closed_false_positive,2025-04-09T18:10:00,Synthetic alert generated for mule account style behaviour.
ALERT000245,TXN0001434,ACCT000691,shared_device,medium,escalated,2025-01-12T05:35:00,Synthetic alert generated for shared device behaviour.
ALERT000246,TXN0001438,ACCT000162,shared_device,medium,open,2025-09-12T12:18:00,Synthetic alert generated for shared device behaviour.
ALERT000247,TXN0001454,ACCT000054,jurisdiction_risk,high,in_review,2025-03-02T13:38:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000248,TXN0001464,ACCT000035,structuring_indicator,high,in_review,2025-10-05T13:32:00,Synthetic alert generated for round number payments.
ALERT000249,TXN0001466,ACCT000042,new_beneficiary,medium,open,2025-10-14T23:26:00,Synthetic alert generated for new beneficiary risk.
ALERT000250,TXN0001481,ACCT000640,structuring_indicator,medium,in_review,2025-10-07T22:37:00,Synthetic alert generated for round number payments.
ALERT000251,TXN0001488,ACCT000593,jurisdiction_risk,high,in_review,2025-07-28T04:16:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000252,TXN0001493,ACCT000559,rapid_movement,medium,in_review,2025-11-27T04:50:00,Synthetic alert generated for rapid movement of funds.
ALERT000253,TXN0001495,ACCT000453,structuring_indicator,medium,escalated,2025-06-06T09:37:00,Synthetic alert generated for round number payments.
ALERT000254,TXN0001512,ACCT000302,mule_activity,high,in_review,2025-05-04T07:42:00,Synthetic alert generated for mule account style behaviour.
ALERT000255,TXN0001520,ACCT000416,shared_device,high,open,2025-02-17T04:02:00,Synthetic alert generated for shared device behaviour.
ALERT000256,TXN0001521,ACCT000209,rapid_movement,medium,in_review,2025-07-01T13:45:00,Synthetic alert generated for rapid movement of funds.
ALERT000257,TXN0001524,ACCT000381,velocity_rule,medium,open,2025-05-25T11:03:00,Synthetic alert generated for high transaction velocity.
ALERT000258,TXN0001527,ACCT000303,mule_activity,medium,open,2025-02-16T23:57:00,Synthetic alert generated for mule account style behaviour.
ALERT000259,TXN0001530,ACCT000108,amount_spike,medium,in_review,2025-02-21T08:47:00,Synthetic alert generated for unusual amount spike.
ALERT000260,TXN0001532,ACCT000303,rapid_movement,high,open,2025-08-07T14:29:00,Synthetic alert generated for rapid movement of funds.
ALERT000261,TXN0001537,ACCT000113,rapid_movement,medium,in_review,2025-02-12T04:51:00,Synthetic alert generated for rapid movement of funds.
ALERT000262,TXN0001542,ACCT000583,account_takeover,high,open,2025-05-03T08:21:00,Synthetic alert generated for account takeover style behaviour.
ALERT000263,TXN0001543,ACCT000140,mule_activity,medium,escalated,2025-12-17T15:21:00,Synthetic alert generated for mule account style behaviour.
ALERT000264,TXN0001545,ACCT000495,shared_device,medium,open,2025-12-03T23:41:00,Synthetic alert generated for shared device behaviour.
ALERT000265,TXN0001547,ACCT000137,structuring_indicator,medium,closed_false_positive,2025-01-26T07:39:00,Synthetic alert generated for round number payments.
ALERT000266,TXN0001552,ACCT000048,structuring_indicator,medium,in_review,2025-12-01T11:05:00,Synthetic alert generated for round number payments.
ALERT000267,TXN0001554,ACCT000234,structuring_indicator,medium,escalated,2025-11-13T12:42:00,Synthetic alert generated for round number payments.
ALERT000268,TXN0001559,ACCT000387,jurisdiction_risk,high,in_review,2025-10-08T15:34:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000269,TXN0001563,ACCT000675,amount_spike,medium,closed_false_positive,2025-03-01T16:34:00,Synthetic alert generated for unusual amount spike.
ALERT000270,TXN0001564,ACCT000535,mule_activity,high,in_review,2025-12-03T10:56:00,Synthetic alert generated for mule account style behaviour.
ALERT000271,TXN0001565,ACCT000690,structuring_indicator,medium,open,2025-02-16T03:20:00,Synthetic alert generated for round number payments.
ALERT000272,TXN0001567,ACCT000610,amount_spike,medium,in_review,2025-12-24T12:58:00,Synthetic alert generated for unusual amount spike.
ALERT000273,TXN0001569,ACCT000655,rapid_movement,medium,in_review,2025-04-28T15:51:00,Synthetic alert generated for rapid movement of funds.
ALERT000274,TXN0001577,ACCT000690,shared_device,high,open,2025-10-10T05:28:00,Synthetic alert generated for shared device behaviour.
ALERT000275,TXN0001593,ACCT000661,velocity_rule,medium,open,2025-04-25T13:24:00,Synthetic alert generated for high transaction velocity.
ALERT000276,TXN0001596,ACCT000334,velocity_rule,high,open,2025-01-01T15:53:00,Synthetic alert generated for high transaction velocity.
ALERT000277,TXN0001603,ACCT000687,shared_device,high,in_review,2025-12-08T07:00:00,Synthetic alert generated for shared device behaviour.
ALERT000278,TXN0001606,ACCT000184,account_takeover,high,open,2025-09-01T07:38:00,Synthetic alert generated for account takeover style behaviour.
ALERT000279,TXN0001609,ACCT000446,mule_activity,high,closed_false_positive,2025-09-10T18:30:00,Synthetic alert generated for mule account style behaviour.
ALERT000280,TXN0001618,ACCT000065,rapid_movement,medium,in_review,2025-11-12T05:25:00,Synthetic alert generated for rapid movement of funds.
ALERT000281,TXN0001620,ACCT000003,rapid_movement,medium,escalated,2025-06-21T17:45:00,Synthetic alert generated for rapid movement of funds.
ALERT000282,TXN0001622,ACCT000056,amount_spike,high,escalated,2025-12-05T23:05:00,Synthetic alert generated for unusual amount spike.
ALERT000283,TXN0001623,ACCT000197,velocity_rule,medium,open,2025-03-29T12:09:00,Synthetic alert generated for high transaction velocity.
ALERT000284,TXN0001630,ACCT000601,mule_activity,medium,open,2025-01-22T11:24:00,Synthetic alert generated for mule account style behaviour.
ALERT000285,TXN0001631,ACCT000328,account_takeover,high,open,2025-03-04T17:16:00,Synthetic alert generated for account takeover style behaviour.
ALERT000286,TXN0001636,ACCT000103,account_takeover,high,escalated,2025-11-03T17:52:00,Synthetic alert generated for account takeover style behaviour.
ALERT000287,TXN0001641,ACCT000627,account_takeover,high,open,2025-12-23T02:16:00,Synthetic alert generated for account takeover style behaviour.
ALERT000288,TXN0001650,ACCT000576,jurisdiction_risk,high,in_review,2025-08-21T08:23:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000289,TXN0001651,ACCT000135,velocity_rule,medium,open,2025-03-31T04:06:00,Synthetic alert generated for high transaction velocity.
ALERT000290,TXN0001654,ACCT000147,account_takeover,high,in_review,2025-02-12T05:40:00,Synthetic alert generated for account takeover style behaviour.
ALERT000291,TXN0001656,ACCT000685,shared_device,medium,open,2025-01-18T15:42:00,Synthetic alert generated for shared device behaviour.
ALERT000292,TXN0001660,ACCT000470,amount_spike,high,closed_false_positive,2025-09-29T00:20:00,Synthetic alert generated for unusual amount spike.
ALERT000293,TXN0001663,ACCT000022,mule_activity,medium,in_review,2025-01-03T20:51:00,Synthetic alert generated for mule account style behaviour.
ALERT000294,TXN0001664,ACCT000360,shared_device,medium,escalated,2025-07-01T03:03:00,Synthetic alert generated for shared device behaviour.
ALERT000295,TXN0001671,ACCT000516,jurisdiction_risk,high,escalated,2025-04-09T21:45:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000296,TXN0001672,ACCT000358,velocity_rule,medium,closed_false_positive,2025-02-16T03:54:00,Synthetic alert generated for high transaction velocity.
ALERT000297,TXN0001673,ACCT000113,jurisdiction_risk,high,open,2025-11-21T14:00:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000298,TXN0001695,ACCT000280,amount_spike,medium,open,2025-04-07T22:09:00,Synthetic alert generated for unusual amount spike.
ALERT000299,TXN0001698,ACCT000238,structuring_indicator,high,open,2025-12-15T15:32:00,Synthetic alert generated for round number payments.
ALERT000300,TXN0001702,ACCT000296,account_takeover,high,closed_false_positive,2025-01-08T18:36:00,Synthetic alert generated for account takeover style behaviour.
ALERT000301,TXN0001712,ACCT000420,amount_spike,medium,open,2025-05-18T23:28:00,Synthetic alert generated for unusual amount spike.
ALERT000302,TXN0001721,ACCT000622,new_beneficiary,high,open,2025-08-03T16:17:00,Synthetic alert generated for new beneficiary risk.
ALERT000303,TXN0001722,ACCT000541,structuring_indicator,medium,open,2025-04-21T21:13:00,Synthetic alert generated for round number payments.
ALERT000304,TXN0001725,ACCT000036,structuring_indicator,high,open,2025-09-30T16:00:00,Synthetic alert generated for round number payments.
ALERT000305,TXN0001741,ACCT000334,amount_spike,medium,in_review,2025-11-04T19:10:00,Synthetic alert generated for unusual amount spike.
ALERT000306,TXN0001743,ACCT000116,shared_device,high,in_review,2025-04-14T07:05:00,Synthetic alert generated for shared device behaviour.
ALERT000307,TXN0001747,ACCT000287,velocity_rule,high,open,2025-02-19T20:49:00,Synthetic alert generated for high transaction velocity.
ALERT000308,TXN0001753,ACCT000267,velocity_rule,high,escalated,2025-01-25T19:31:00,Synthetic alert generated for high transaction velocity.
ALERT000309,TXN0001755,ACCT000117,structuring_indicator,high,in_review,2025-01-27T07:59:00,Synthetic alert generated for round number payments.
ALERT000310,TXN0001757,ACCT000178,new_beneficiary,medium,open,2025-12-30T11:05:00,Synthetic alert generated for new beneficiary risk.
ALERT000311,TXN0001758,ACCT000355,mule_activity,high,closed_false_positive,2025-05-02T20:34:00,Synthetic alert generated for mule account style behaviour.
ALERT000312,TXN0001760,ACCT000256,account_takeover,high,in_review,2025-04-13T11:42:00,Synthetic alert generated for account takeover style behaviour.
ALERT000313,TXN0001761,ACCT000657,velocity_rule,medium,in_review,2025-11-06T08:35:00,Synthetic alert generated for high transaction velocity.
ALERT000314,TXN0001772,ACCT000590,account_takeover,high,closed_false_positive,2025-12-05T15:20:00,Synthetic alert generated for account takeover style behaviour.
ALERT000315,TXN0001776,ACCT000189,account_takeover,high,in_review,2025-05-08T04:09:00,Synthetic alert generated for account takeover style behaviour.
ALERT000316,TXN0001785,ACCT000128,account_takeover,high,closed_false_positive,2025-05-05T14:05:00,Synthetic alert generated for account takeover style behaviour.
ALERT000317,TXN0001787,ACCT000421,mule_activity,medium,open,2025-10-25T17:12:00,Synthetic alert generated for mule account style behaviour.
ALERT000318,TXN0001797,ACCT000286,structuring_indicator,high,open,2025-01-02T01:44:00,Synthetic alert generated for round number payments.
ALERT000319,TXN0001802,ACCT000273,mule_activity,medium,in_review,2025-05-13T20:16:00,Synthetic alert generated for mule account style behaviour.
ALERT000320,TXN0001804,ACCT000548,rapid_movement,medium,closed_false_positive,2025-09-26T06:17:00,Synthetic alert generated for rapid movement of funds.
ALERT000321,TXN0001811,ACCT000510,jurisdiction_risk,high,closed_false_positive,2025-09-18T09:38:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000322,TXN0001821,ACCT000061,structuring_indicator,medium,escalated,2025-01-17T19:32:00,Synthetic alert generated for round number payments.
ALERT000323,TXN0001823,ACCT000632,mule_activity,medium,open,2025-07-26T19:02:00,Synthetic alert generated for mule account style behaviour.
ALERT000324,TXN0001826,ACCT000067,shared_device,medium,escalated,2025-10-04T14:44:00,Synthetic alert generated for shared device behaviour.
ALERT000325,TXN0001833,ACCT000572,velocity_rule,medium,open,2025-07-08T11:28:00,Synthetic alert generated for high transaction velocity.
ALERT000326,TXN0001850,ACCT000033,rapid_movement,high,open,2025-05-21T17:53:00,Synthetic alert generated for rapid movement of funds.
ALERT000327,TXN0001853,ACCT000467,amount_spike,high,in_review,2025-01-06T23:10:00,Synthetic alert generated for unusual amount spike.
ALERT000328,TXN0001854,ACCT000318,structuring_indicator,medium,open,2025-10-22T10:44:00,Synthetic alert generated for round number payments.
ALERT000329,TXN0001856,ACCT000485,velocity_rule,medium,open,2025-11-13T00:33:00,Synthetic alert generated for high transaction velocity.
ALERT000330,TXN0001860,ACCT000127,amount_spike,medium,in_review,2025-10-01T03:34:00,Synthetic alert generated for unusual amount spike.
ALERT000331,TXN0001872,ACCT000636,mule_activity,high,in_review,2025-01-14T02:22:00,Synthetic alert generated for mule account style behaviour.
ALERT000332,TXN0001876,ACCT000567,jurisdiction_risk,high,escalated,2025-11-08T07:34:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000333,TXN0001883,ACCT000233,new_beneficiary,medium,escalated,2025-03-03T06:29:00,Synthetic alert generated for new beneficiary risk.
ALERT000334,TXN0001884,ACCT000298,jurisdiction_risk,high,escalated,2025-09-08T14:02:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000335,TXN0001886,ACCT000696,velocity_rule,medium,in_review,2025-11-29T20:28:00,Synthetic alert generated for high transaction velocity.
ALERT000336,TXN0001903,ACCT000021,jurisdiction_risk,high,open,2025-10-13T05:09:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000337,TXN0001904,ACCT000081,amount_spike,high,escalated,2025-08-16T20:16:00,Synthetic alert generated for unusual amount spike.
ALERT000338,TXN0001907,ACCT000685,mule_activity,medium,in_review,2025-11-04T18:51:00,Synthetic alert generated for mule account style behaviour.
ALERT000339,TXN0001911,ACCT000534,jurisdiction_risk,high,in_review,2025-04-13T00:58:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000340,TXN0001914,ACCT000672,jurisdiction_risk,high,in_review,2025-09-07T23:04:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000341,TXN0001917,ACCT000195,account_takeover,high,in_review,2025-08-18T10:39:00,Synthetic alert generated for account takeover style behaviour.
ALERT000342,TXN0001919,ACCT000150,velocity_rule,medium,open,2025-05-26T10:35:00,Synthetic alert generated for high transaction velocity.
ALERT000343,TXN0001920,ACCT000407,shared_device,high,open,2025-06-09T21:14:00,Synthetic alert generated for shared device behaviour.
ALERT000344,TXN0001924,ACCT000332,amount_spike,medium,open,2025-03-17T15:35:00,Synthetic alert generated for unusual amount spike.
ALERT000345,TXN0001925,ACCT000327,amount_spike,medium,open,2025-09-02T03:55:00,Synthetic alert generated for unusual amount spike.
ALERT000346,TXN0001926,ACCT000049,velocity_rule,medium,open,2025-06-29T12:45:00,Synthetic alert generated for high transaction velocity.
ALERT000347,TXN0001932,ACCT000048,velocity_rule,medium,escalated,2025-04-07T11:06:00,Synthetic alert generated for high transaction velocity.
ALERT000348,TXN0001938,ACCT000009,account_takeover,high,closed_false_positive,2025-11-28T04:23:00,Synthetic alert generated for account takeover style behaviour.
ALERT000349,TXN0001939,ACCT000433,amount_spike,medium,open,2025-11-25T14:59:00,Synthetic alert generated for unusual amount spike.
ALERT000350,TXN0001952,ACCT000018,rapid_movement,medium,open,2025-06-14T07:43:00,Synthetic alert generated for rapid movement of funds.
ALERT000351,TXN0001960,ACCT000665,rapid_movement,high,escalated,2025-03-21T16:08:00,Synthetic alert generated for rapid movement of funds.
ALERT000352,TXN0001964,ACCT000372,structuring_indicator,medium,closed_false_positive,2025-11-18T18:02:00,Synthetic alert generated for round number payments.
ALERT000353,TXN0001966,ACCT000405,shared_device,medium,in_review,2025-03-13T02:45:00,Synthetic alert generated for shared device behaviour.
ALERT000354,TXN0001980,ACCT000132,velocity_rule,medium,escalated,2025-09-20T16:58:00,Synthetic alert generated for high transaction velocity.
ALERT000355,TXN0001987,ACCT000594,velocity_rule,medium,escalated,2025-11-18T13:01:00,Synthetic alert generated for high transaction velocity.
ALERT000356,TXN0001991,ACCT000683,velocity_rule,high,open,2025-03-16T09:08:00,Synthetic alert generated for high transaction velocity.
ALERT000357,TXN0001998,ACCT000117,rapid_movement,medium,in_review,2025-07-23T21:38:00,Synthetic alert generated for rapid movement of funds.
ALERT000358,TXN0001999,ACCT000338,account_takeover,high,in_review,2025-08-20T11:59:00,Synthetic alert generated for account takeover style behaviour.
ALERT000359,TXN0002001,ACCT000344,shared_device,medium,closed_false_positive,2025-02-05T17:28:00,Synthetic alert generated for shared device behaviour.
ALERT000360,TXN0002004,ACCT000287,shared_device,medium,in_review,2025-09-11T19:40:00,Synthetic alert generated for shared device behaviour.
ALERT000361,TXN0002009,ACCT000386,jurisdiction_risk,high,in_review,2025-06-13T02:10:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000362,TXN0002015,ACCT000073,rapid_movement,medium,in_review,2025-09-19T11:37:00,Synthetic alert generated for rapid movement of funds.
ALERT000363,TXN0002017,ACCT000498,new_beneficiary,medium,in_review,2025-03-18T08:42:00,Synthetic alert generated for new beneficiary risk.
ALERT000364,TXN0002022,ACCT000675,amount_spike,medium,in_review,2025-04-01T23:00:00,Synthetic alert generated for unusual amount spike.
ALERT000365,TXN0002025,ACCT000620,jurisdiction_risk,high,open,2025-01-27T17:05:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000366,TXN0002043,ACCT000034,new_beneficiary,medium,closed_false_positive,2025-08-02T00:48:00,Synthetic alert generated for new beneficiary risk.
ALERT000367,TXN0002045,ACCT000169,structuring_indicator,medium,in_review,2025-01-27T18:31:00,Synthetic alert generated for round number payments.
ALERT000368,TXN0002046,ACCT000550,new_beneficiary,high,closed_false_positive,2025-01-22T21:45:00,Synthetic alert generated for new beneficiary risk.
ALERT000369,TXN0002048,ACCT000459,account_takeover,high,closed_false_positive,2025-05-22T17:42:00,Synthetic alert generated for account takeover style behaviour.
ALERT000370,TXN0002051,ACCT000498,structuring_indicator,medium,in_review,2025-07-19T16:26:00,Synthetic alert generated for round number payments.
ALERT000371,TXN0002058,ACCT000173,mule_activity,medium,in_review,2025-01-03T17:34:00,Synthetic alert generated for mule account style behaviour.
ALERT000372,TXN0002063,ACCT000660,jurisdiction_risk,high,closed_false_positive,2025-01-03T15:47:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000373,TXN0002066,ACCT000407,velocity_rule,high,open,2025-10-19T21:50:00,Synthetic alert generated for high transaction velocity.
ALERT000374,TXN0002069,ACCT000336,mule_activity,medium,closed_false_positive,2025-03-05T09:24:00,Synthetic alert generated for mule account style behaviour.
ALERT000375,TXN0002077,ACCT000062,new_beneficiary,medium,escalated,2025-03-22T19:39:00,Synthetic alert generated for new beneficiary risk.
ALERT000376,TXN0002084,ACCT000601,structuring_indicator,medium,open,2025-02-24T06:33:00,Synthetic alert generated for round number payments.
ALERT000377,TXN0002086,ACCT000445,rapid_movement,medium,in_review,2025-02-26T22:38:00,Synthetic alert generated for rapid movement of funds.
ALERT000378,TXN0002087,ACCT000441,shared_device,medium,open,2025-04-06T22:47:00,Synthetic alert generated for shared device behaviour.
ALERT000379,TXN0002092,ACCT000338,velocity_rule,medium,in_review,2025-03-22T20:07:00,Synthetic alert generated for high transaction velocity.
ALERT000380,TXN0002095,ACCT000244,shared_device,medium,closed_false_positive,2025-04-30T00:05:00,Synthetic alert generated for shared device behaviour.
ALERT000381,TXN0002096,ACCT000360,account_takeover,high,open,2025-01-03T21:40:00,Synthetic alert generated for account takeover style behaviour.
ALERT000382,TXN0002098,ACCT000124,mule_activity,medium,open,2025-07-13T03:09:00,Synthetic alert generated for mule account style behaviour.
ALERT000383,TXN0002106,ACCT000258,jurisdiction_risk,high,open,2025-01-25T23:38:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000384,TXN0002114,ACCT000157,shared_device,medium,closed_false_positive,2025-10-11T11:32:00,Synthetic alert generated for shared device behaviour.
ALERT000385,TXN0002117,ACCT000268,velocity_rule,medium,open,2025-09-17T00:18:00,Synthetic alert generated for high transaction velocity.
ALERT000386,TXN0002118,ACCT000432,jurisdiction_risk,high,in_review,2025-03-06T08:59:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000387,TXN0002120,ACCT000373,rapid_movement,high,closed_false_positive,2025-01-03T03:23:00,Synthetic alert generated for rapid movement of funds.
ALERT000388,TXN0002128,ACCT000564,structuring_indicator,medium,in_review,2025-09-30T10:45:00,Synthetic alert generated for round number payments.
ALERT000389,TXN0002132,ACCT000406,amount_spike,medium,escalated,2025-06-05T14:17:00,Synthetic alert generated for unusual amount spike.
ALERT000390,TXN0002134,ACCT000247,new_beneficiary,medium,closed_false_positive,2025-09-24T19:19:00,Synthetic alert generated for new beneficiary risk.
ALERT000391,TXN0002137,ACCT000584,amount_spike,medium,open,2025-12-26T05:48:00,Synthetic alert generated for unusual amount spike.
ALERT000392,TXN0002141,ACCT000656,new_beneficiary,high,closed_false_positive,2025-10-17T16:12:00,Synthetic alert generated for new beneficiary risk.
ALERT000393,TXN0002149,ACCT000433,structuring_indicator,medium,in_review,2025-03-20T06:56:00,Synthetic alert generated for round number payments.
ALERT000394,TXN0002157,ACCT000127,jurisdiction_risk,high,escalated,2025-09-08T07:00:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000395,TXN0002160,ACCT000435,amount_spike,medium,escalated,2025-07-27T09:39:00,Synthetic alert generated for unusual amount spike.
ALERT000396,TXN0002169,ACCT000534,shared_device,medium,open,2025-11-04T08:35:00,Synthetic alert generated for shared device behaviour.
ALERT000397,TXN0002172,ACCT000279,mule_activity,medium,open,2025-04-01T16:53:00,Synthetic alert generated for mule account style behaviour.
ALERT000398,TXN0002174,ACCT000685,jurisdiction_risk,high,in_review,2025-11-19T06:21:00,Synthetic alert generated for high risk jurisdiction exposure.
ALERT000399,TXN0002175,ACCT000567,velocity_rule,medium,open,2025-09-01T01:02:00,Synthetic alert generated for high transaction velocity.
ALERT000400,TXN0002177,ACCT000144,shared_device,medium,in_review,2025-08-22T13:20:00,Synthetic alert generated for shared device behaviour.
ALERT000401,TXN0002186,ACCT000420,shared_device,high,escalated,2025-06-14T07:46:00,Synthetic alert generated for shared device behaviour.
ALERT000402,TXN0002187,ACCT000382,mule_activity,high,in_review,2025-06-17T20:55:00,Synthetic alert generated for mule account style behaviour.
ALERT000403,TXN0002194,ACCT000240,shared_device,medium,open,2025-08-31T00:58:00,Synthetic alert generated for shared device behaviour.
ALERT000404,TXN0002196,ACCT000180,velocity_rule,medium,open,2025-09-06T01:37:00,Synthetic alert generated for high transaction velocity.
ALERT000405,TXN0002197,ACCT000627,new_beneficiary,medium,closed_false_positive,2025-12-17T22:41:00,Synthetic alert generated for new beneficiary risk.
ALERT000406,TXN0002201,ACCT000358,mule_activity,high,escalated,2025-01-23T18:33:00,Synthetic alert generated for mule account style behaviour.
ALERT000407,TXN0002204,ACCT000297,mule_activity,medium,escalated,2025-09-07T05:40:00,Synthetic alert generated for mule account style behaviour.
ALERT000408,TXN0002209,ACCT000693,structuring_indicator,medium,open,2025-07-10T04:24:00,Synthetic alert generated for round number payments.
ALERT000409,TXN0002215,ACCT000627,amount_spike,medium,open,2025-09-24T04:08:00,Synthetic alert generated for unusual amount spike.
ALERT000410,TXN0002218,ACCT000284,mule_activity,medium,escalated,2025-09-23T15:33:00,Synthetic alert generated for mule account style behaviour.
ALERT000411,TXN0002219,ACCT000001,mule_activity,medium,escalated,2025-08-16T12:45:00,Synthetic alert generated for mule account style behaviour.
ALERT000412,TXN0002221,ACCT000228,rapid_movement,medium,open,2025-04-21T01:01:00,Synthetic alert generated for rapid movement of funds.
ALERT000413,TXN0002227,ACCT000140,structuring_indicator,medium,open,2025-02-27T06:24:00,Synthetic alert generated for round number payments.
