transaction_id,account_id,customer_id,is_suspicious,suspicious_pattern,anomaly_score,is_anomaly,anomaly_rank,anomaly_band,top_anomaly_reasons
TXN0003798,ACCT000541,CUST000200,True,mule_account_style_behaviour,34.7725,False,896,Low,HIGH_RISK_JURISDICTION; MULE_ACTIVITY_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001359,ACCT000543,CUST000176,False,normal_activity,34.7587,False,897,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002753,ACCT000285,CUST000285,False,normal_activity,34.7579,False,898,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002540,ACCT000455,CUST000341,True,shared_device_behaviour,34.7354,False,899,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001932,ACCT000048,CUST000025,True,high_transaction_velocity,34.7086,False,900,Low,HIGH_RISK_JURISDICTION
TXN0000914,ACCT000161,CUST000065,False,normal_activity,34.7077,False,901,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003399,ACCT000406,CUST000074,False,normal_activity,34.7047,False,902,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002112,ACCT000224,CUST000263,False,normal_activity,34.7026,False,903,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004524,ACCT000660,CUST000134,True,mule_account_style_behaviour,34.6922,False,904,Low,MULE_ACTIVITY_SIGNAL
TXN0004998,ACCT000360,CUST000349,False,normal_activity,34.6904,False,905,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004234,ACCT000353,CUST000128,False,normal_activity,34.6836,False,906,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004895,ACCT000037,CUST000028,False,normal_activity,34.6363,False,907,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000249,ACCT000541,CUST000200,False,normal_activity,34.6213,False,908,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000998,ACCT000515,CUST000268,False,normal_activity,34.6099,False,909,Low,CROSS_BORDER_TRANSACTION
TXN0001767,ACCT000605,CUST000413,False,normal_activity,34.591,False,910,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002908,ACCT000018,CUST000338,False,normal_activity,34.5895,False,911,Low,NO_DOMINANT_REASON
TXN0003284,ACCT000450,CUST000253,False,normal_activity,34.5833,False,912,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0002118,ACCT000432,CUST000272,True,high_risk_jurisdiction_exposure,34.5717,False,913,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004097,ACCT000355,CUST000206,False,normal_activity,34.5621,False,914,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001842,ACCT000067,CUST000111,False,normal_activity,34.5444,False,915,Low,CROSS_BORDER_TRANSACTION
TXN0004068,ACCT000110,CUST000060,False,normal_activity,34.5323,False,916,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004363,ACCT000088,CUST000495,False,normal_activity,34.5062,False,917,Low,CROSS_BORDER_TRANSACTION
TXN0002273,ACCT000123,CUST000101,False,normal_activity,34.5047,False,918,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004705,ACCT000311,CUST000334,False,normal_activity,34.4664,False,919,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003154,ACCT000055,CUST000278,False,normal_activity,34.4512,False,920,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000056,ACCT000369,CUST000463,False,normal_activity,34.4476,False,921,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001498,ACCT000194,CUST000117,False,normal_activity,34.4241,False,922,Low,NO_DOMINANT_REASON
TXN0002502,ACCT000354,CUST000343,True,account_takeover_style_behaviour,34.4231,False,923,Low,ACCOUNT_TAKEOVER_SIGNAL
TXN0001478,ACCT000553,CUST000195,False,normal_activity,34.3383,False,924,Low,CROSS_BORDER_TRANSACTION
TXN0002975,ACCT000104,CUST000247,False,normal_activity,34.3382,False,925,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002509,ACCT000657,CUST000044,False,normal_activity,34.3336,False,926,Low,NO_DOMINANT_REASON
TXN0002157,ACCT000127,CUST000210,True,high_risk_jurisdiction_exposure,34.3281,False,927,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000414,ACCT000566,CUST000127,False,normal_activity,34.3276,False,928,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004380,ACCT000153,CUST000029,False,normal_activity,34.3191,False,929,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001213,ACCT000283,CUST000442,False,normal_activity,34.3054,False,930,Low,DEVICE_RISK_SIGNAL
TXN0003833,ACCT000021,CUST000219,False,normal_activity,34.2956,False,931,Low,CROSS_BORDER_TRANSACTION
TXN0004883,ACCT000234,CUST000206,False,normal_activity,34.2888,False,932,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001818,ACCT000324,CUST000075,False,normal_activity,34.2868,False,933,Low,HIGH_RISK_JURISDICTION
TXN0000989,ACCT000690,CUST000233,False,normal_activity,34.2513,False,934,Low,CROSS_BORDER_TRANSACTION
TXN0003222,ACCT000479,CUST000103,True,shared_device_behaviour,34.2452,False,935,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000390,ACCT000593,CUST000088,False,normal_activity,34.2362,False,936,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002214,ACCT000433,CUST000170,False,normal_activity,34.2301,False,937,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002314,ACCT000530,CUST000140,False,normal_activity,34.2224,False,938,Low,CROSS_BORDER_TRANSACTION
TXN0000409,ACCT000559,CUST000321,True,new_beneficiary_risk,34.2175,False,939,Low,NEW_BENEFICIARY_HIGH_VALUE; CROSS_BORDER_TRANSACTION
TXN0001904,ACCT000081,CUST000270,True,unusual_amount_spike,34.1661,False,940,Low,NO_DOMINANT_REASON
TXN0000749,ACCT000626,CUST000123,False,normal_activity,34.149,False,941,Low,CROSS_BORDER_TRANSACTION
TXN0003369,ACCT000501,CUST000310,False,normal_activity,34.147,False,942,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003573,ACCT000290,CUST000494,False,normal_activity,34.1214,False,943,Low,DEVICE_RISK_SIGNAL
TXN0002933,ACCT000128,CUST000020,False,normal_activity,34.1078,False,944,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003989,ACCT000616,CUST000076,False,normal_activity,34.1048,False,945,Low,NO_DOMINANT_REASON
TXN0004110,ACCT000653,CUST000329,False,normal_activity,34.0956,False,946,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001040,ACCT000174,CUST000325,False,normal_activity,34.0782,False,947,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002382,ACCT000645,CUST000035,False,normal_activity,34.0648,False,948,Low,CROSS_BORDER_TRANSACTION
TXN0002087,ACCT000441,CUST000128,True,shared_device_behaviour,34.0448,False,949,Low,NO_DOMINANT_REASON
TXN0001706,ACCT000395,CUST000270,False,normal_activity,34.0413,False,950,Low,CROSS_BORDER_TRANSACTION
TXN0001083,ACCT000192,CUST000294,False,normal_activity,34.03,False,951,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002198,ACCT000269,CUST000235,False,normal_activity,34.0258,False,952,Low,NO_DOMINANT_REASON
TXN0002435,ACCT000033,CUST000253,False,normal_activity,34.0001,False,953,Low,NO_DOMINANT_REASON
TXN0000853,ACCT000073,CUST000120,False,normal_activity,33.9975,False,954,Low,CROSS_BORDER_TRANSACTION
TXN0004028,ACCT000186,CUST000220,True,unusual_amount_spike,33.9913,False,955,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003238,ACCT000447,CUST000131,False,normal_activity,33.9897,False,956,Low,NO_DOMINANT_REASON
TXN0003986,ACCT000347,CUST000061,False,normal_activity,33.9745,False,957,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001195,ACCT000194,CUST000117,True,mule_account_style_behaviour,33.9437,False,958,Low,MULE_ACTIVITY_SIGNAL; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000384,ACCT000501,CUST000310,False,normal_activity,33.9265,False,959,Low,NO_DOMINANT_REASON
TXN0004508,ACCT000269,CUST000235,True,new_beneficiary_risk,33.9232,False,960,Low,NEW_BENEFICIARY_HIGH_VALUE; CROSS_BORDER_TRANSACTION
TXN0000194,ACCT000210,CUST000380,True,high_risk_jurisdiction_exposure,33.923,False,961,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002827,ACCT000651,CUST000006,False,normal_activity,33.921,False,962,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001617,ACCT000559,CUST000321,False,normal_activity,33.9163,False,963,Low,NO_DOMINANT_REASON
TXN0002215,ACCT000627,CUST000083,True,unusual_amount_spike,33.8767,False,964,Low,CROSS_BORDER_TRANSACTION
TXN0001063,ACCT000650,CUST000435,False,normal_activity,33.8536,False,965,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003414,ACCT000493,CUST000413,False,normal_activity,33.8515,False,966,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001450,ACCT000629,CUST000160,False,normal_activity,33.818,False,967,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000385,ACCT000420,CUST000458,True,high_risk_jurisdiction_exposure,33.8062,False,968,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002866,ACCT000121,CUST000011,False,normal_activity,33.7998,False,969,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0003615,ACCT000290,CUST000494,False,normal_activity,33.793,False,970,Low,NO_DOMINANT_REASON
TXN0004300,ACCT000591,CUST000106,False,normal_activity,33.79,False,971,Low,NO_DOMINANT_REASON
TXN0001958,ACCT000254,CUST000138,False,normal_activity,33.7797,False,972,Low,CROSS_BORDER_TRANSACTION
TXN0001894,ACCT000203,CUST000139,False,normal_activity,33.7743,False,973,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001176,ACCT000495,CUST000067,True,unusual_amount_spike,33.7693,False,974,Low,NO_DOMINANT_REASON
TXN0004817,ACCT000013,CUST000454,True,unusual_amount_spike,33.7646,False,975,Low,CROSS_BORDER_TRANSACTION
TXN0002816,ACCT000230,CUST000208,False,normal_activity,33.7563,False,976,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001307,ACCT000230,CUST000208,True,shared_device_behaviour,33.7562,False,977,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004603,ACCT000530,CUST000140,False,normal_activity,33.7518,False,978,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002431,ACCT000317,CUST000204,False,normal_activity,33.7442,False,979,Low,CROSS_BORDER_TRANSACTION
TXN0001391,ACCT000593,CUST000088,False,normal_activity,33.7297,False,980,Low,NO_DOMINANT_REASON
TXN0000398,ACCT000381,CUST000078,False,normal_activity,33.7008,False,981,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003650,ACCT000658,CUST000305,False,normal_activity,33.6966,False,982,Low,CROSS_BORDER_TRANSACTION
TXN0001777,ACCT000214,CUST000331,False,normal_activity,33.6647,False,983,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000051,ACCT000140,CUST000462,False,normal_activity,33.6629,False,984,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000081,ACCT000177,CUST000262,False,normal_activity,33.6585,False,985,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001052,ACCT000239,CUST000113,False,normal_activity,33.6466,False,986,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000260,ACCT000252,CUST000109,False,normal_activity,33.6295,False,987,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004941,ACCT000493,CUST000413,True,shared_device_behaviour,33.6268,False,988,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000377,ACCT000213,CUST000232,False,normal_activity,33.6091,False,989,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002088,ACCT000375,CUST000356,False,normal_activity,33.5915,False,990,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001641,ACCT000627,CUST000083,True,account_takeover_style_behaviour,33.5756,False,991,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000850,ACCT000068,CUST000176,False,normal_activity,33.5108,False,992,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000513,ACCT000112,CUST000123,True,high_risk_jurisdiction_exposure,33.4859,False,993,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000120,ACCT000346,CUST000081,False,normal_activity,33.484,False,994,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003455,ACCT000309,CUST000242,False,normal_activity,33.4826,False,995,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000034,ACCT000521,CUST000130,True,mule_account_style_behaviour,33.4728,False,996,Low,MULE_ACTIVITY_SIGNAL; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001286,ACCT000188,CUST000123,False,normal_activity,33.4699,False,997,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004026,ACCT000025,CUST000307,True,account_takeover_style_behaviour,33.4646,False,998,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001642,ACCT000551,CUST000208,False,normal_activity,33.4171,False,999,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000861,ACCT000174,CUST000325,False,normal_activity,33.4,False,1000,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000330,ACCT000376,CUST000043,False,normal_activity,33.3886,False,1001,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001246,ACCT000456,CUST000356,True,unusual_amount_spike,33.3873,False,1002,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002968,ACCT000194,CUST000117,False,normal_activity,33.3865,False,1003,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003288,ACCT000159,CUST000262,False,normal_activity,33.3704,False,1004,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001764,ACCT000317,CUST000204,False,normal_activity,33.3589,False,1005,Low,CROSS_BORDER_TRANSACTION
TXN0001630,ACCT000601,CUST000104,True,mule_account_style_behaviour,33.3474,False,1006,Low,MULE_ACTIVITY_SIGNAL; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000217,ACCT000554,CUST000134,False,normal_activity,33.3387,False,1007,Low,NO_DOMINANT_REASON
TXN0000521,ACCT000034,CUST000223,False,normal_activity,33.3379,False,1008,Low,NO_DOMINANT_REASON
TXN0003643,ACCT000546,CUST000238,False,normal_activity,33.3357,False,1009,Low,DEVICE_RISK_SIGNAL
TXN0002536,ACCT000676,CUST000227,False,normal_activity,33.3333,False,1010,Low,NO_DOMINANT_REASON
TXN0000380,ACCT000628,CUST000442,False,normal_activity,33.3309,False,1011,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000971,ACCT000537,CUST000292,False,normal_activity,33.3085,False,1012,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0003129,ACCT000424,CUST000485,True,shared_device_behaviour,33.3045,False,1013,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004597,ACCT000373,CUST000369,False,normal_activity,33.2567,False,1014,Low,CROSS_BORDER_TRANSACTION
TXN0002890,ACCT000603,CUST000244,False,normal_activity,33.2343,False,1015,Low,CROSS_BORDER_TRANSACTION
TXN0004598,ACCT000548,CUST000286,False,normal_activity,33.2205,False,1016,Low,CROSS_BORDER_TRANSACTION
TXN0004449,ACCT000377,CUST000458,False,normal_activity,33.2022,False,1017,Low,NO_DOMINANT_REASON
TXN0003537,ACCT000269,CUST000235,False,normal_activity,33.1969,False,1018,Low,CROSS_BORDER_TRANSACTION
TXN0002188,ACCT000559,CUST000321,False,normal_activity,33.1886,False,1019,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002053,ACCT000617,CUST000422,False,normal_activity,33.1814,False,1020,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001231,ACCT000168,CUST000414,False,normal_activity,33.1745,False,1021,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001542,ACCT000583,CUST000118,True,account_takeover_style_behaviour,33.1625,False,1022,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0003441,ACCT000682,CUST000438,False,normal_activity,33.1562,False,1023,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001608,ACCT000696,CUST000196,False,normal_activity,33.1488,False,1024,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003760,ACCT000401,CUST000466,False,normal_activity,33.1465,False,1025,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001186,ACCT000492,CUST000237,True,unusual_amount_spike,33.1398,False,1026,Low,NO_DOMINANT_REASON
TXN0000516,ACCT000180,CUST000023,True,high_risk_jurisdiction_exposure,33.1252,False,1027,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004099,ACCT000519,CUST000380,False,normal_activity,33.1163,False,1028,Low,CROSS_BORDER_TRANSACTION
TXN0003899,ACCT000113,CUST000320,False,normal_activity,33.1161,False,1029,Low,CROSS_BORDER_TRANSACTION
TXN0002515,ACCT000537,CUST000292,False,normal_activity,33.0988,False,1030,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001242,ACCT000506,CUST000123,False,normal_activity,33.0953,False,1031,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001425,ACCT000647,CUST000270,False,normal_activity,33.0722,False,1032,Low,NO_DOMINANT_REASON
TXN0002072,ACCT000603,CUST000244,False,normal_activity,33.0551,False,1033,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003224,ACCT000547,CUST000057,True,account_takeover_style_behaviour,33.0526,False,1034,Low,ACCOUNT_TAKEOVER_SIGNAL
TXN0001229,ACCT000069,CUST000158,False,normal_activity,33.0406,False,1035,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000744,ACCT000496,CUST000106,False,normal_activity,33.0286,False,1036,Low,CROSS_BORDER_TRANSACTION
TXN0001381,ACCT000624,CUST000221,False,normal_activity,33.0172,False,1037,Low,CROSS_BORDER_TRANSACTION
TXN0002388,ACCT000254,CUST000138,False,normal_activity,33.0157,False,1038,Low,CROSS_BORDER_TRANSACTION
TXN0000801,ACCT000621,CUST000116,False,normal_activity,33.0144,False,1039,Low,NO_DOMINANT_REASON
TXN0000220,ACCT000651,CUST000006,False,normal_activity,33.0135,False,1040,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003596,ACCT000296,CUST000103,False,normal_activity,33.0079,False,1041,Low,CROSS_BORDER_TRANSACTION
TXN0001435,ACCT000416,CUST000006,False,normal_activity,32.9943,False,1042,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003362,ACCT000603,CUST000244,True,mule_account_style_behaviour,32.9888,False,1043,Low,MULE_ACTIVITY_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000353,ACCT000495,CUST000067,True,high_transaction_velocity,32.9828,False,1044,Low,NO_DOMINANT_REASON
TXN0000852,ACCT000174,CUST000325,False,normal_activity,32.9802,False,1045,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000705,ACCT000240,CUST000019,False,normal_activity,32.967,False,1046,Low,NO_DOMINANT_REASON
TXN0003535,ACCT000548,CUST000286,False,normal_activity,32.9666,False,1047,Low,CROSS_BORDER_TRANSACTION
TXN0004707,ACCT000162,CUST000111,False,normal_activity,32.9637,False,1048,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003075,ACCT000615,CUST000099,False,normal_activity,32.9632,False,1049,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001317,ACCT000044,CUST000400,True,new_beneficiary_risk,32.9457,False,1050,Low,NEW_BENEFICIARY_HIGH_VALUE; CROSS_BORDER_TRANSACTION
TXN0000021,ACCT000463,CUST000415,True,new_beneficiary_risk,32.9293,False,1051,Low,NEW_BENEFICIARY_HIGH_VALUE; CROSS_BORDER_TRANSACTION
TXN0004852,ACCT000249,CUST000462,True,shared_device_behaviour,32.9233,False,1052,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0003805,ACCT000175,CUST000248,False,normal_activity,32.9077,False,1053,Low,NO_DOMINANT_REASON
TXN0000044,ACCT000074,CUST000344,False,normal_activity,32.8999,False,1054,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0001348,ACCT000058,CUST000130,False,normal_activity,32.8858,False,1055,Low,NO_DOMINANT_REASON
TXN0003247,ACCT000080,CUST000193,True,shared_device_behaviour,32.8837,False,1056,Low,ACCOUNT_TAKEOVER_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0002977,ACCT000077,CUST000290,False,normal_activity,32.8762,False,1057,Low,NO_DOMINANT_REASON
TXN0002050,ACCT000487,CUST000457,False,normal_activity,32.8673,False,1058,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001595,ACCT000240,CUST000019,False,normal_activity,32.8559,False,1059,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0002385,ACCT000351,CUST000085,False,normal_activity,32.8392,False,1060,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003602,ACCT000517,CUST000166,False,normal_activity,32.8364,False,1061,Low,HIGH_RISK_JURISDICTION; DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0000060,ACCT000304,CUST000466,False,normal_activity,32.8106,False,1062,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003089,ACCT000406,CUST000074,True,high_transaction_velocity,32.8081,False,1063,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002768,ACCT000442,CUST000235,False,normal_activity,32.8063,False,1064,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0004818,ACCT000376,CUST000043,False,normal_activity,32.7984,False,1065,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002822,ACCT000558,CUST000302,False,normal_activity,32.7962,False,1066,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001715,ACCT000355,CUST000206,False,normal_activity,32.787,False,1067,Low,CROSS_BORDER_TRANSACTION
TXN0004882,ACCT000092,CUST000290,False,normal_activity,32.7832,False,1068,Low,NO_DOMINANT_REASON
TXN0003031,ACCT000564,CUST000033,False,normal_activity,32.7818,False,1069,Low,CROSS_BORDER_TRANSACTION
TXN0000303,ACCT000692,CUST000024,False,normal_activity,32.7656,False,1070,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000266,ACCT000508,CUST000373,False,normal_activity,32.7561,False,1071,Low,NO_DOMINANT_REASON
TXN0002556,ACCT000694,CUST000042,False,normal_activity,32.751,False,1072,Low,DEVICE_RISK_SIGNAL; CROSS_BORDER_TRANSACTION
TXN0004558,ACCT000507,CUST000141,True,high_transaction_velocity,32.7215,False,1073,Low,NO_DOMINANT_REASON
TXN0004674,ACCT000077,CUST000290,False,normal_activity,32.7143,False,1074,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003557,ACCT000245,CUST000009,True,high_risk_jurisdiction_exposure,32.6916,False,1075,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003551,ACCT000306,CUST000075,True,high_risk_jurisdiction_exposure,32.6914,False,1076,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003060,ACCT000393,CUST000063,False,normal_activity,32.6885,False,1077,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000740,ACCT000552,CUST000071,False,normal_activity,32.6673,False,1078,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003567,ACCT000209,CUST000269,True,high_transaction_velocity,32.6419,False,1079,Low,CROSS_BORDER_TRANSACTION
TXN0004411,ACCT000588,CUST000224,False,normal_activity,32.6408,False,1080,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003132,ACCT000628,CUST000442,True,unusual_amount_spike,32.6397,False,1081,Low,NO_DOMINANT_REASON
TXN0004565,ACCT000666,CUST000330,False,normal_activity,32.6363,False,1082,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0003321,ACCT000065,CUST000047,False,normal_activity,32.6307,False,1083,Low,CROSS_BORDER_TRANSACTION
TXN0002065,ACCT000616,CUST000076,False,normal_activity,32.6231,False,1084,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002697,ACCT000627,CUST000083,True,high_risk_jurisdiction_exposure,32.6193,False,1085,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0000413,ACCT000301,CUST000063,False,normal_activity,32.6148,False,1086,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0001651,ACCT000135,CUST000384,True,high_transaction_velocity,32.5893,False,1087,Low,NO_DOMINANT_REASON
TXN0002661,ACCT000023,CUST000376,False,normal_activity,32.5888,False,1088,Low,CROSS_BORDER_TRANSACTION
TXN0003976,ACCT000546,CUST000238,True,high_risk_jurisdiction_exposure,32.5603,False,1089,Low,HIGH_RISK_JURISDICTION; CROSS_BORDER_TRANSACTION
TXN0002263,ACCT000200,CUST000189,False,normal_activity,32.5567,False,1090,Low,NO_DOMINANT_REASON
