transaction_id,account_id,customer_id,beneficiary_id,device_id,network_cluster_id,network_cluster_size,account_degree,shared_device_count,shared_beneficiary_count,device_account_count,beneficiary_account_count,account_centrality,network_risk_score,network_risk_band,network_risk_reasons
TXN0001047,ACCT000355,CUST000206,BEN000028,DEV000576,1,7470,40,10,9,11,10,0.005263850506645611,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001048,ACCT000602,CUST000444,BEN000677,DEV000366,1,7470,25,7,9,8,10,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001049,ACCT000461,CUST000088,BEN000096,DEV000119,1,7470,25,6,3,7,4,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001050,ACCT000105,CUST000305,BEN000077,DEV000085,1,7470,16,7,12,8,13,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001051,ACCT000133,CUST000261,BEN000633,DEV000030,1,7470,28,7,7,8,8,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001052,ACCT000239,CUST000113,BEN000543,DEV000299,1,7470,30,7,4,8,5,0.0039478878799842085,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001053,ACCT000069,CUST000158,BEN000102,DEV000061,1,7470,28,15,7,16,8,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001054,ACCT000485,CUST000071,BEN000274,DEV000351,1,7470,25,6,5,7,6,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001055,ACCT000347,CUST000061,BEN000534,DEV000261,1,7470,22,13,3,14,4,0.0028951177786550866,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001056,ACCT000031,CUST000296,BEN000527,DEV000382,1,7470,25,6,2,7,3,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001057,ACCT000281,CUST000097,BEN000290,DEV000125,1,7470,25,7,8,8,9,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001058,ACCT000581,CUST000449,BEN000330,DEV000088,1,7470,16,10,6,11,7,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001059,ACCT000635,CUST000326,BEN000064,DEV000061,1,7470,16,15,2,16,3,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001060,ACCT000674,CUST000103,BEN000008,DEV000058,1,7470,28,5,7,6,8,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001061,ACCT000646,CUST000408,BEN000775,DEV000044,1,7470,31,8,11,9,12,0.004079484142650349,88,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001062,ACCT000426,CUST000051,BEN000186,DEV000156,1,7470,31,5,6,6,7,0.004079484142650349,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001063,ACCT000650,CUST000435,BEN000742,DEV000481,1,7470,22,8,13,9,14,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001064,ACCT000670,CUST000381,BEN000034,DEV000365,1,7470,22,7,9,8,10,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001065,ACCT000445,CUST000127,BEN000792,DEV000151,1,7470,37,4,6,5,7,0.004869061718647191,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001066,ACCT000290,CUST000494,BEN000342,DEV000560,1,7470,18,9,3,10,4,0.002368732727990525,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001067,ACCT000677,CUST000373,BEN000645,DEV000457,1,7470,22,12,4,13,5,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001068,ACCT000291,CUST000367,BEN000673,DEV000468,1,7470,28,8,8,9,9,0.0036846953546519285,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001069,ACCT000117,CUST000399,BEN000282,DEV000540,1,7470,22,9,7,10,8,0.0028951177786550866,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001070,ACCT000075,CUST000357,BEN000591,DEV000448,1,7470,19,8,9,9,10,0.0025003289906566657,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001071,ACCT000398,CUST000479,BEN000268,DEV000575,1,7470,25,13,7,14,8,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001072,ACCT000025,CUST000307,BEN000632,DEV000005,1,7470,31,14,3,15,4,0.004079484142650349,88,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001073,ACCT000084,CUST000038,BEN000768,DEV000514,1,7470,46,9,6,10,7,0.006053428082642453,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001074,ACCT000172,CUST000322,BEN000646,DEV000068,1,7470,16,10,7,11,8,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001075,ACCT000371,CUST000394,BEN000583,DEV000181,1,7470,19,7,2,8,3,0.0025003289906566657,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001076,ACCT000335,CUST000128,BEN000298,DEV000536,1,7470,13,11,4,12,5,0.0017107514146598238,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001077,ACCT000358,CUST000183,BEN000087,DEV000081,1,7470,25,5,7,6,8,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001078,ACCT000356,CUST000295,BEN000405,DEV000009,1,7470,28,17,6,18,7,0.0036846953546519285,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001079,ACCT000696,CUST000196,BEN000104,DEV000205,1,7470,40,13,4,14,5,0.005263850506645611,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001080,ACCT000153,CUST000029,BEN000407,DEV000061,1,7470,31,15,7,16,8,0.004079484142650349,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001081,ACCT000332,CUST000078,BEN000696,DEV000142,1,7470,25,9,7,10,8,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001082,ACCT000429,CUST000057,BEN000091,DEV000321,1,7470,25,6,9,7,10,0.0032899065666535075,88,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001083,ACCT000192,CUST000294,BEN000721,DEV000379,1,7470,25,14,5,15,6,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001084,ACCT000127,CUST000210,BEN000479,DEV000406,1,7470,27,8,8,9,9,0.003553099091985788,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001085,ACCT000033,CUST000253,BEN000038,DEV000079,1,7470,31,7,7,8,8,0.004079484142650349,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001086,ACCT000229,CUST000208,BEN000577,DEV000192,1,7470,22,14,7,15,8,0.0028951177786550866,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001087,ACCT000178,CUST000186,BEN000001,DEV000063,1,7470,16,9,5,10,6,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001088,ACCT000137,CUST000128,BEN000489,DEV000006,1,7470,31,12,7,13,8,0.004079484142650349,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001089,ACCT000190,CUST000105,BEN000406,DEV000235,1,7470,19,8,5,9,6,0.0025003289906566657,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001090,ACCT000488,CUST000275,BEN000597,DEV000373,1,7470,22,11,2,12,3,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001091,ACCT000580,CUST000318,BEN000301,DEV000223,1,7470,39,5,5,6,6,0.005132254243979471,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001092,ACCT000362,CUST000298,BEN000096,DEV000025,1,7470,37,9,3,10,4,0.004869061718647191,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001093,ACCT000047,CUST000078,BEN000310,DEV000132,1,7470,13,5,6,6,7,0.0017107514146598238,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001094,ACCT000516,CUST000056,BEN000610,DEV000260,1,7470,25,6,2,7,3,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001095,ACCT000107,CUST000226,BEN000763,DEV000214,1,7470,28,5,9,6,10,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001096,ACCT000041,CUST000143,BEN000167,DEV000495,1,7470,31,12,5,13,6,0.004079484142650349,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001097,ACCT000398,CUST000479,BEN000282,DEV000359,1,7470,25,6,7,7,8,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001098,ACCT000298,CUST000312,BEN000702,DEV000600,1,7470,25,13,3,14,4,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001099,ACCT000219,CUST000004,BEN000251,DEV000106,1,7470,25,8,13,9,14,0.0032899065666535075,88,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; BENEFICIARY_LINKED_TO_HIGH_VALUE_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001100,ACCT000677,CUST000373,BEN000196,DEV000223,1,7470,22,5,6,6,7,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001101,ACCT000064,CUST000052,BEN000666,DEV000053,1,7470,10,13,6,14,7,0.0013159626266614028,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001102,ACCT000038,CUST000421,BEN000394,DEV000013,1,7470,24,6,4,7,5,0.003158310303987367,88,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001103,ACCT000412,CUST000169,BEN000467,DEV000555,1,7470,16,4,6,5,7,0.0021055402026582447,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001104,ACCT000293,CUST000196,BEN000390,DEV000296,1,7470,25,11,8,12,9,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001105,ACCT000562,CUST000395,BEN000483,DEV000396,1,7470,28,4,8,5,9,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001106,ACCT000029,CUST000014,BEN000216,DEV000166,1,7470,22,11,6,12,7,0.0028951177786550866,98,Critical,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001107,ACCT000294,CUST000488,BEN000586,DEV000031,1,7470,28,11,4,12,5,0.0036846953546519285,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001108,ACCT000103,CUST000005,BEN000290,DEV000536,1,7470,40,11,8,12,9,0.005263850506645611,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001109,ACCT000029,CUST000014,BEN000419,DEV000396,1,7470,22,4,9,5,10,0.0028951177786550866,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001110,ACCT000324,CUST000075,BEN000149,DEV000427,1,7470,22,9,9,10,10,0.0028951177786550866,80,High,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY; MULE_NETWORK_INDICATOR
TXN0001111,ACCT000515,CUST000268,BEN000010,DEV000321,1,7470,37,6,6,7,7,0.004869061718647191,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS
TXN0001112,ACCT000111,CUST000139,BEN000457,DEV000243,1,7470,28,8,7,9,8,0.0036846953546519285,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; DEVICE_LINKED_TO_SUSPICIOUS_ACTIVITY; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
TXN0001113,ACCT000590,CUST000375,BEN000112,DEV000254,1,7470,25,4,5,5,6,0.0032899065666535075,62,Medium,SHARED_DEVICE; DEVICE_USED_BY_MULTIPLE_ACCOUNTS; SHARED_BENEFICIARY; BENEFICIARY_PAID_BY_MULTIPLE_ACCOUNTS; BENEFICIARY_LINKED_TO_HIGH_RISK_ACTIVITY
