transaction_id,account_id,customer_id,aml_risk_score,aml_risk_band,aml_risk_reasons
TXN0001304,ACCT000673,CUST000465,8,Info,Cross-border transaction
TXN0001305,ACCT000546,CUST000238,8,Info,Cross-border transaction
TXN0001306,ACCT000258,CUST000265,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001307,ACCT000230,CUST000208,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001308,ACCT000062,CUST000059,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001309,ACCT000436,CUST000142,0,Info,No material AML indicators
TXN0001310,ACCT000525,CUST000245,0,Info,No material AML indicators
TXN0001311,ACCT000248,CUST000125,8,Info,Cross-border transaction
TXN0001312,ACCT000015,CUST000255,8,Info,Cross-border transaction
TXN0001313,ACCT000578,CUST000093,8,Info,Cross-border transaction
TXN0001314,ACCT000157,CUST000416,0,Info,No material AML indicators
TXN0001315,ACCT000408,CUST000457,8,Info,Cross-border transaction
TXN0001316,ACCT000038,CUST000421,8,Info,Cross-border transaction
TXN0001317,ACCT000044,CUST000400,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0001318,ACCT000629,CUST000160,8,Info,Cross-border transaction
TXN0001319,ACCT000471,CUST000373,8,Info,Cross-border transaction
TXN0001320,ACCT000004,CUST000363,8,Info,Cross-border transaction
TXN0001321,ACCT000071,CUST000381,8,Info,Cross-border transaction
TXN0001322,ACCT000345,CUST000437,8,Info,Cross-border transaction
TXN0001323,ACCT000477,CUST000466,5,Info,Synthetic suspicious helper label present
TXN0001324,ACCT000297,CUST000435,0,Info,No material AML indicators
TXN0001325,ACCT000611,CUST000433,0,Info,No material AML indicators
TXN0001326,ACCT000457,CUST000109,8,Info,Cross-border transaction
TXN0001327,ACCT000430,CUST000129,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001328,ACCT000203,CUST000139,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001329,ACCT000478,CUST000081,8,Info,Cross-border transaction
TXN0001330,ACCT000612,CUST000248,8,Info,Cross-border transaction
TXN0001331,ACCT000035,CUST000045,8,Info,Cross-border transaction
TXN0001332,ACCT000515,CUST000268,55,Medium,High-risk jurisdiction exposure; Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001333,ACCT000616,CUST000076,8,Info,Cross-border transaction
TXN0001334,ACCT000303,CUST000219,8,Info,Cross-border transaction
TXN0001335,ACCT000537,CUST000292,8,Info,Cross-border transaction
TXN0001336,ACCT000251,CUST000441,8,Info,Cross-border transaction
TXN0001337,ACCT000136,CUST000299,8,Info,Cross-border transaction
TXN0001338,ACCT000572,CUST000354,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001339,ACCT000218,CUST000374,8,Info,Cross-border transaction
TXN0001340,ACCT000530,CUST000140,8,Info,Cross-border transaction
TXN0001341,ACCT000221,CUST000490,8,Info,Cross-border transaction
TXN0001342,ACCT000280,CUST000064,0,Info,No material AML indicators
TXN0001343,ACCT000480,CUST000306,8,Info,Cross-border transaction
TXN0001344,ACCT000239,CUST000113,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001345,ACCT000566,CUST000127,8,Info,Cross-border transaction
TXN0001346,ACCT000028,CUST000158,8,Info,Cross-border transaction
TXN0001347,ACCT000009,CUST000284,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001348,ACCT000058,CUST000130,0,Info,No material AML indicators
TXN0001349,ACCT000180,CUST000023,8,Info,Cross-border transaction
TXN0001350,ACCT000038,CUST000421,8,Info,Cross-border transaction
TXN0001351,ACCT000267,CUST000155,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001352,ACCT000018,CUST000338,0,Info,No material AML indicators
TXN0001353,ACCT000530,CUST000140,8,Info,Cross-border transaction
TXN0001354,ACCT000108,CUST000298,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001355,ACCT000681,CUST000196,8,Info,Cross-border transaction
TXN0001356,ACCT000600,CUST000125,8,Info,Cross-border transaction
TXN0001357,ACCT000487,CUST000457,8,Info,Cross-border transaction
TXN0001358,ACCT000559,CUST000321,8,Info,Cross-border transaction
TXN0001359,ACCT000543,CUST000176,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001360,ACCT000592,CUST000488,8,Info,Cross-border transaction
TXN0001361,ACCT000389,CUST000332,8,Info,Cross-border transaction
TXN0001362,ACCT000437,CUST000080,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0001363,ACCT000329,CUST000060,8,Info,Cross-border transaction
TXN0001364,ACCT000437,CUST000080,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001365,ACCT000267,CUST000155,8,Info,Cross-border transaction
TXN0001366,ACCT000087,CUST000112,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001367,ACCT000652,CUST000454,63,Medium,High-risk jurisdiction exposure; Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001368,ACCT000490,CUST000282,8,Info,Cross-border transaction
TXN0001369,ACCT000494,CUST000328,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001370,ACCT000197,CUST000038,8,Info,Cross-border transaction
TXN0001371,ACCT000540,CUST000118,8,Info,Cross-border transaction
TXN0001372,ACCT000364,CUST000104,8,Info,Cross-border transaction
TXN0001373,ACCT000054,CUST000325,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001374,ACCT000669,CUST000410,8,Info,Cross-border transaction
TXN0001375,ACCT000695,CUST000161,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001376,ACCT000610,CUST000308,8,Info,Cross-border transaction
TXN0001377,ACCT000333,CUST000412,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001378,ACCT000164,CUST000226,8,Info,Cross-border transaction
TXN0001379,ACCT000008,CUST000041,8,Info,Cross-border transaction
TXN0001380,ACCT000516,CUST000056,8,Info,Cross-border transaction
TXN0001381,ACCT000624,CUST000221,8,Info,Cross-border transaction
TXN0001382,ACCT000073,CUST000120,51,Medium,High-risk jurisdiction exposure; New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0001383,ACCT000480,CUST000306,8,Info,Cross-border transaction
TXN0001384,ACCT000019,CUST000284,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001385,ACCT000544,CUST000372,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001386,ACCT000020,CUST000263,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001387,ACCT000683,CUST000085,8,Info,Cross-border transaction
TXN0001388,ACCT000120,CUST000083,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001389,ACCT000281,CUST000097,0,Info,No material AML indicators
TXN0001390,ACCT000487,CUST000457,8,Info,Cross-border transaction
TXN0001391,ACCT000593,CUST000088,0,Info,No material AML indicators
TXN0001392,ACCT000255,CUST000073,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001393,ACCT000687,CUST000196,8,Info,Cross-border transaction
TXN0001394,ACCT000012,CUST000399,8,Info,Cross-border transaction
TXN0001395,ACCT000330,CUST000229,0,Info,No material AML indicators
TXN0001396,ACCT000692,CUST000024,8,Info,Cross-border transaction
TXN0001397,ACCT000192,CUST000294,8,Info,Cross-border transaction
TXN0001398,ACCT000374,CUST000161,8,Info,Cross-border transaction
TXN0001399,ACCT000312,CUST000325,8,Info,Cross-border transaction
TXN0001400,ACCT000276,CUST000471,0,Info,No material AML indicators
TXN0001401,ACCT000538,CUST000164,0,Info,No material AML indicators
TXN0001402,ACCT000364,CUST000104,8,Info,Cross-border transaction
TXN0001403,ACCT000500,CUST000050,8,Info,Cross-border transaction
TXN0001404,ACCT000364,CUST000104,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001405,ACCT000699,CUST000080,8,Info,Cross-border transaction
TXN0001406,ACCT000330,CUST000229,8,Info,Cross-border transaction
TXN0001407,ACCT000558,CUST000302,8,Info,Cross-border transaction
TXN0001408,ACCT000430,CUST000129,8,Info,Cross-border transaction
TXN0001409,ACCT000561,CUST000235,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001410,ACCT000620,CUST000135,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001411,ACCT000159,CUST000262,8,Info,Cross-border transaction
TXN0001412,ACCT000212,CUST000470,8,Info,Cross-border transaction
TXN0001413,ACCT000212,CUST000470,8,Info,Cross-border transaction
TXN0001414,ACCT000341,CUST000390,8,Info,Cross-border transaction
TXN0001415,ACCT000345,CUST000437,8,Info,Cross-border transaction
TXN0001416,ACCT000003,CUST000018,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001417,ACCT000627,CUST000083,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001418,ACCT000602,CUST000444,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001419,ACCT000421,CUST000074,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001420,ACCT000215,CUST000479,8,Info,Cross-border transaction
TXN0001421,ACCT000579,CUST000289,8,Info,Cross-border transaction
TXN0001422,ACCT000190,CUST000105,8,Info,Cross-border transaction
TXN0001423,ACCT000215,CUST000479,8,Info,Cross-border transaction
TXN0001424,ACCT000699,CUST000080,8,Info,Cross-border transaction
TXN0001425,ACCT000647,CUST000270,0,Info,No material AML indicators
TXN0001426,ACCT000410,CUST000259,8,Info,Cross-border transaction
TXN0001427,ACCT000119,CUST000452,8,Info,Cross-border transaction
TXN0001428,ACCT000087,CUST000112,8,Info,Cross-border transaction
TXN0001429,ACCT000675,CUST000233,8,Info,Cross-border transaction
TXN0001430,ACCT000186,CUST000220,8,Info,Cross-border transaction
TXN0001431,ACCT000478,CUST000081,8,Info,Cross-border transaction
TXN0001432,ACCT000248,CUST000125,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001433,ACCT000348,CUST000338,0,Info,No material AML indicators
TXN0001434,ACCT000691,CUST000451,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001435,ACCT000416,CUST000006,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001436,ACCT000302,CUST000192,8,Info,Cross-border transaction
TXN0001437,ACCT000291,CUST000367,8,Info,Cross-border transaction
TXN0001438,ACCT000162,CUST000111,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001439,ACCT000390,CUST000142,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001440,ACCT000399,CUST000325,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001441,ACCT000067,CUST000111,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001442,ACCT000284,CUST000491,8,Info,Cross-border transaction
TXN0001443,ACCT000452,CUST000410,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001444,ACCT000039,CUST000409,8,Info,Cross-border transaction
TXN0001445,ACCT000684,CUST000459,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001446,ACCT000603,CUST000244,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001447,ACCT000446,CUST000065,0,Info,No material AML indicators
TXN0001448,ACCT000011,CUST000203,8,Info,Cross-border transaction
TXN0001449,ACCT000363,CUST000289,8,Info,Cross-border transaction
TXN0001450,ACCT000629,CUST000160,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001451,ACCT000016,CUST000350,0,Info,No material AML indicators
TXN0001452,ACCT000555,CUST000425,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001453,ACCT000588,CUST000224,8,Info,Cross-border transaction
TXN0001454,ACCT000054,CUST000325,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001455,ACCT000162,CUST000111,8,Info,Cross-border transaction
TXN0001456,ACCT000507,CUST000141,8,Info,Cross-border transaction
TXN0001457,ACCT000639,CUST000033,8,Info,Cross-border transaction
TXN0001458,ACCT000540,CUST000118,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001459,ACCT000368,CUST000441,8,Info,Cross-border transaction
TXN0001460,ACCT000422,CUST000399,8,Info,Cross-border transaction
TXN0001461,ACCT000368,CUST000441,8,Info,Cross-border transaction
TXN0001462,ACCT000405,CUST000094,8,Info,Cross-border transaction
TXN0001463,ACCT000540,CUST000118,8,Info,Cross-border transaction
TXN0001464,ACCT000035,CUST000045,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001465,ACCT000147,CUST000440,8,Info,Cross-border transaction
TXN0001466,ACCT000042,CUST000081,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0001467,ACCT000558,CUST000302,8,Info,Cross-border transaction
TXN0001468,ACCT000510,CUST000043,8,Info,Cross-border transaction
TXN0001469,ACCT000038,CUST000421,8,Info,Cross-border transaction
TXN0001470,ACCT000074,CUST000344,8,Info,Cross-border transaction
TXN0001471,ACCT000186,CUST000220,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001472,ACCT000170,CUST000342,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001473,ACCT000364,CUST000104,8,Info,Cross-border transaction
TXN0001474,ACCT000350,CUST000030,8,Info,Cross-border transaction
TXN0001475,ACCT000251,CUST000441,8,Info,Cross-border transaction
TXN0001476,ACCT000115,CUST000286,8,Info,Cross-border transaction
TXN0001477,ACCT000455,CUST000341,8,Info,Cross-border transaction
TXN0001478,ACCT000553,CUST000195,8,Info,Cross-border transaction
TXN0001479,ACCT000449,CUST000468,8,Info,Cross-border transaction
TXN0001480,ACCT000566,CUST000127,8,Info,Cross-border transaction
TXN0001481,ACCT000640,CUST000225,75,High,High-risk jurisdiction exposure; Structuring pattern indicator; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001482,ACCT000590,CUST000375,8,Info,Cross-border transaction
TXN0001483,ACCT000457,CUST000109,8,Info,Cross-border transaction
TXN0001484,ACCT000035,CUST000045,8,Info,Cross-border transaction
TXN0001485,ACCT000235,CUST000326,8,Info,Cross-border transaction
TXN0001486,ACCT000300,CUST000211,8,Info,Cross-border transaction
TXN0001487,ACCT000499,CUST000377,0,Info,No material AML indicators
TXN0001488,ACCT000593,CUST000088,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001489,ACCT000449,CUST000468,8,Info,Cross-border transaction
TXN0001490,ACCT000255,CUST000073,8,Info,Cross-border transaction
TXN0001491,ACCT000552,CUST000071,8,Info,Cross-border transaction
TXN0001492,ACCT000488,CUST000275,8,Info,Cross-border transaction
TXN0001493,ACCT000559,CUST000321,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001494,ACCT000413,CUST000345,8,Info,Cross-border transaction
TXN0001495,ACCT000453,CUST000098,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001496,ACCT000244,CUST000229,8,Info,Cross-border transaction
TXN0001497,ACCT000280,CUST000064,0,Info,No material AML indicators
TXN0001498,ACCT000194,CUST000117,0,Info,No material AML indicators
TXN0001499,ACCT000180,CUST000023,0,Info,No material AML indicators
TXN0001500,ACCT000457,CUST000109,8,Info,Cross-border transaction
TXN0001501,ACCT000269,CUST000235,8,Info,Cross-border transaction
TXN0001502,ACCT000094,CUST000314,8,Info,Cross-border transaction
TXN0001503,ACCT000025,CUST000307,8,Info,Cross-border transaction
TXN0001504,ACCT000603,CUST000244,8,Info,Cross-border transaction
TXN0001505,ACCT000305,CUST000154,0,Info,No material AML indicators
TXN0001506,ACCT000404,CUST000389,0,Info,No material AML indicators
TXN0001507,ACCT000634,CUST000205,8,Info,Cross-border transaction
TXN0001508,ACCT000079,CUST000227,8,Info,Cross-border transaction
TXN0001509,ACCT000657,CUST000044,8,Info,Cross-border transaction
TXN0001510,ACCT000493,CUST000413,8,Info,Cross-border transaction
TXN0001511,ACCT000449,CUST000468,0,Info,No material AML indicators
TXN0001512,ACCT000302,CUST000192,25,Low,Mule-account style activity; Synthetic suspicious helper label present
TXN0001513,ACCT000495,CUST000067,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001514,ACCT000143,CUST000338,8,Info,Cross-border transaction
TXN0001515,ACCT000212,CUST000470,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001516,ACCT000673,CUST000465,8,Info,Cross-border transaction
TXN0001517,ACCT000194,CUST000117,0,Info,No material AML indicators
TXN0001518,ACCT000504,CUST000298,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001519,ACCT000652,CUST000454,8,Info,Cross-border transaction
TXN0001520,ACCT000416,CUST000006,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001521,ACCT000209,CUST000269,33,Low,Rapid movement of funds; High-value transaction; Synthetic suspicious helper label present
TXN0001522,ACCT000595,CUST000158,0,Info,No material AML indicators
TXN0001523,ACCT000579,CUST000289,8,Info,Cross-border transaction
TXN0001524,ACCT000381,CUST000078,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001525,ACCT000081,CUST000270,0,Info,No material AML indicators
TXN0001526,ACCT000310,CUST000190,8,Info,Cross-border transaction
TXN0001527,ACCT000303,CUST000219,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001528,ACCT000133,CUST000261,8,Info,Cross-border transaction
TXN0001529,ACCT000282,CUST000074,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001530,ACCT000108,CUST000298,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001531,ACCT000485,CUST000071,8,Info,Cross-border transaction
TXN0001532,ACCT000303,CUST000219,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001533,ACCT000512,CUST000388,8,Info,Cross-border transaction
TXN0001534,ACCT000320,CUST000284,8,Info,Cross-border transaction
TXN0001535,ACCT000500,CUST000050,8,Info,Cross-border transaction
TXN0001536,ACCT000514,CUST000295,8,Info,Cross-border transaction
TXN0001537,ACCT000113,CUST000320,57,Medium,Rapid movement of funds; New beneficiary high-value payment; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001538,ACCT000310,CUST000190,8,Info,Cross-border transaction
TXN0001539,ACCT000525,CUST000245,8,Info,Cross-border transaction
TXN0001540,ACCT000416,CUST000006,8,Info,Cross-border transaction
TXN0001541,ACCT000156,CUST000110,0,Info,No material AML indicators
TXN0001542,ACCT000583,CUST000118,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001543,ACCT000140,CUST000462,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001544,ACCT000696,CUST000196,8,Info,Cross-border transaction
TXN0001545,ACCT000495,CUST000067,29,Low,Account takeover style activity; Synthetic suspicious helper label present
TXN0001546,ACCT000226,CUST000159,8,Info,Cross-border transaction
TXN0001547,ACCT000137,CUST000128,65,Medium,High-risk jurisdiction exposure; Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001548,ACCT000632,CUST000224,8,Info,Cross-border transaction
TXN0001549,ACCT000367,CUST000360,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001550,ACCT000565,CUST000187,0,Info,No material AML indicators
TXN0001551,ACCT000583,CUST000118,8,Info,Cross-border transaction
TXN0001552,ACCT000048,CUST000025,53,Medium,Structuring pattern indicator; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001553,ACCT000479,CUST000103,8,Info,Cross-border transaction
TXN0001554,ACCT000234,CUST000206,77,High,Structuring pattern indicator; Account takeover style activity; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001555,ACCT000636,CUST000091,8,Info,Cross-border transaction
TXN0001556,ACCT000154,CUST000233,0,Info,No material AML indicators
TXN0001557,ACCT000024,CUST000460,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001558,ACCT000466,CUST000050,0,Info,No material AML indicators
TXN0001559,ACCT000387,CUST000496,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001560,ACCT000389,CUST000332,8,Info,Cross-border transaction
TXN0001561,ACCT000185,CUST000272,8,Info,Cross-border transaction
TXN0001562,ACCT000347,CUST000061,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001563,ACCT000675,CUST000233,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0001564,ACCT000535,CUST000125,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001565,ACCT000690,CUST000233,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001566,ACCT000234,CUST000206,8,Info,Cross-border transaction
TXN0001567,ACCT000610,CUST000308,5,Info,Synthetic suspicious helper label present
TXN0001568,ACCT000268,CUST000165,8,Info,Cross-border transaction
TXN0001569,ACCT000655,CUST000004,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001570,ACCT000606,CUST000325,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001571,ACCT000116,CUST000366,8,Info,Cross-border transaction
TXN0001572,ACCT000681,CUST000196,8,Info,Cross-border transaction
TXN0001573,ACCT000426,CUST000051,8,Info,Cross-border transaction
TXN0001574,ACCT000544,CUST000372,8,Info,Cross-border transaction
TXN0001575,ACCT000406,CUST000074,8,Info,Cross-border transaction
TXN0001576,ACCT000152,CUST000370,8,Info,Cross-border transaction
TXN0001577,ACCT000690,CUST000233,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001578,ACCT000079,CUST000227,0,Info,No material AML indicators
TXN0001579,ACCT000567,CUST000192,8,Info,Cross-border transaction
TXN0001580,ACCT000147,CUST000440,8,Info,Cross-border transaction
TXN0001581,ACCT000550,CUST000158,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001582,ACCT000296,CUST000103,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001583,ACCT000166,CUST000232,8,Info,Cross-border transaction
TXN0001584,ACCT000166,CUST000232,0,Info,No material AML indicators
TXN0001585,ACCT000224,CUST000263,8,Info,Cross-border transaction
TXN0001586,ACCT000631,CUST000036,8,Info,Cross-border transaction
TXN0001587,ACCT000539,CUST000218,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001588,ACCT000470,CUST000034,8,Info,Cross-border transaction
TXN0001589,ACCT000441,CUST000128,0,Info,No material AML indicators
TXN0001590,ACCT000292,CUST000045,8,Info,Cross-border transaction
TXN0001591,ACCT000632,CUST000224,8,Info,Cross-border transaction
TXN0001592,ACCT000192,CUST000294,8,Info,Cross-border transaction
TXN0001593,ACCT000661,CUST000120,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001594,ACCT000267,CUST000155,8,Info,Cross-border transaction
TXN0001595,ACCT000240,CUST000019,8,Info,Cross-border transaction
TXN0001596,ACCT000334,CUST000123,5,Info,Synthetic suspicious helper label present
TXN0001597,ACCT000524,CUST000445,0,Info,No material AML indicators
TXN0001598,ACCT000500,CUST000050,8,Info,Cross-border transaction
TXN0001599,ACCT000537,CUST000292,22,Low,High-risk jurisdiction exposure
TXN0001600,ACCT000063,CUST000394,8,Info,Cross-border transaction
TXN0001601,ACCT000113,CUST000320,8,Info,Cross-border transaction
TXN0001602,ACCT000595,CUST000158,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001603,ACCT000687,CUST000196,59,Medium,High-risk jurisdiction exposure; Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001604,ACCT000090,CUST000424,0,Info,No material AML indicators
TXN0001605,ACCT000633,CUST000457,8,Info,Cross-border transaction
TXN0001606,ACCT000184,CUST000217,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001607,ACCT000686,CUST000426,8,Info,Cross-border transaction
TXN0001608,ACCT000696,CUST000196,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001609,ACCT000446,CUST000065,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001610,ACCT000134,CUST000142,8,Info,Cross-border transaction
TXN0001611,ACCT000552,CUST000071,8,Info,Cross-border transaction
TXN0001612,ACCT000071,CUST000381,8,Info,Cross-border transaction
TXN0001613,ACCT000234,CUST000206,0,Info,No material AML indicators
TXN0001614,ACCT000447,CUST000131,8,Info,Cross-border transaction
TXN0001615,ACCT000048,CUST000025,8,Info,Cross-border transaction
TXN0001616,ACCT000276,CUST000471,8,Info,Cross-border transaction
TXN0001617,ACCT000559,CUST000321,0,Info,No material AML indicators
TXN0001618,ACCT000065,CUST000047,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001619,ACCT000257,CUST000166,0,Info,No material AML indicators
TXN0001620,ACCT000003,CUST000018,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0001621,ACCT000461,CUST000088,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001622,ACCT000056,CUST000258,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001623,ACCT000197,CUST000038,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0001624,ACCT000366,CUST000282,8,Info,Cross-border transaction
TXN0001625,ACCT000151,CUST000465,0,Info,No material AML indicators
TXN0001626,ACCT000162,CUST000111,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001627,ACCT000585,CUST000337,0,Info,No material AML indicators
TXN0001628,ACCT000545,CUST000297,8,Info,Cross-border transaction
TXN0001629,ACCT000057,CUST000051,8,Info,Cross-border transaction
TXN0001630,ACCT000601,CUST000104,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001631,ACCT000328,CUST000337,59,Medium,High-risk jurisdiction exposure; Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001632,ACCT000102,CUST000500,8,Info,Cross-border transaction
TXN0001633,ACCT000635,CUST000326,8,Info,Cross-border transaction
TXN0001634,ACCT000236,CUST000279,8,Info,Cross-border transaction
TXN0001635,ACCT000228,CUST000053,0,Info,No material AML indicators
TXN0001636,ACCT000103,CUST000005,59,Medium,High-risk jurisdiction exposure; Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001637,ACCT000621,CUST000116,8,Info,Cross-border transaction
TXN0001638,ACCT000201,CUST000312,8,Info,Cross-border transaction
TXN0001639,ACCT000415,CUST000263,0,Info,No material AML indicators
TXN0001640,ACCT000168,CUST000414,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001641,ACCT000627,CUST000083,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0001642,ACCT000551,CUST000208,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0001643,ACCT000353,CUST000128,8,Info,Cross-border transaction
TXN0001644,ACCT000242,CUST000311,8,Info,Cross-border transaction
TXN0001645,ACCT000459,CUST000306,8,Info,Cross-border transaction
TXN0001646,ACCT000347,CUST000061,8,Info,Cross-border transaction
