transaction_id,account_id,customer_id,fraud_probability,fraud_prediction,aml_risk_score,aml_risk_band,priority_score,priority_band,priority_reasons,recommended_action
TXN0002188,ACCT000559,CUST000321,0.2543071114260865,0,30,Low,27.94,Low,high risk jurisdiction flag,No immediate action
TXN0002629,ACCT000672,CUST000159,0.2524564517131878,0,30,Low,27.86,Low,high risk jurisdiction flag,No immediate action
TXN0000500,ACCT000178,CUST000186,0.5181455101888927,1,8,Info,27.72,Low,Fraud probability above threshold,No immediate action
TXN0004386,ACCT000273,CUST000205,0.4494144197378774,0,13,Low,27.37,Low,No immediate priority indicators,No immediate action
TXN0002862,ACCT000351,CUST000085,0.5101527224411705,1,8,Info,27.36,Low,Fraud probability above threshold,No immediate action
TXN0003404,ACCT000057,CUST000051,0.3383978558246389,0,22,Low,27.33,Low,high risk jurisdiction flag,No immediate action
TXN0003369,ACCT000501,CUST000310,0.2361792092091009,0,30,Low,27.13,Low,high risk jurisdiction flag,No immediate action
TXN0000581,ACCT000469,CUST000097,0.5996464837183497,1,0,Info,26.98,Low,Fraud probability above threshold,No immediate action
TXN0004310,ACCT000642,CUST000009,0.49751556748503817,0,8,Info,26.79,Low,No immediate priority indicators,No immediate action
TXN0000311,ACCT000610,CUST000308,0.22280710211035662,0,30,Low,26.53,Low,high risk jurisdiction flag,No immediate action
TXN0002114,ACCT000157,CUST000416,0.4303215580581496,0,13,Low,26.51,Low,No immediate priority indicators,No immediate action
TXN0001388,ACCT000120,CUST000083,0.21891563544183065,0,30,Low,26.35,Low,high risk jurisdiction flag,No immediate action
TXN0004321,ACCT000088,CUST000495,0.2163178081878765,0,30,Low,26.23,Low,high risk jurisdiction flag,No immediate action
TXN0003353,ACCT000266,CUST000275,0.21459268474008536,0,30,Low,26.16,Low,high risk jurisdiction flag,No immediate action
TXN0004895,ACCT000037,CUST000028,0.21090624654899706,0,30,Low,25.99,Low,high risk jurisdiction flag,No immediate action
TXN0003271,ACCT000052,CUST000178,0.20372224361272442,0,30,Low,25.67,Low,high risk jurisdiction flag,No immediate action
TXN0001176,ACCT000495,CUST000067,0.5038262109628909,1,5,Info,25.42,Low,Fraud probability above threshold,No immediate action
TXN0002164,ACCT000582,CUST000190,0.19374393476075863,0,30,Low,25.22,Low,high risk jurisdiction flag,No immediate action
TXN0001548,ACCT000632,CUST000224,0.4622624733245411,0,8,Info,25.2,Low,No immediate priority indicators,No immediate action
TXN0004949,ACCT000156,CUST000110,0.19043753910399688,0,30,Low,25.07,Low,high risk jurisdiction flag,No immediate action
TXN0003908,ACCT000104,CUST000247,0.4587640722172013,0,8,Info,25.04,Low,No immediate priority indicators,No immediate action
TXN0001186,ACCT000492,CUST000237,0.4944196000235458,0,5,Info,25.0,Low,No immediate priority indicators,No immediate action
TXN0001019,ACCT000129,CUST000223,0.18685467125475416,0,30,Low,24.91,Low,high risk jurisdiction flag,No immediate action
TXN0000438,ACCT000096,CUST000177,0.18601935810911724,0,30,Low,24.87,Low,high risk jurisdiction flag,No immediate action
TXN0003762,ACCT000686,CUST000426,0.1838504696199692,0,30,Low,24.77,Low,high risk jurisdiction flag,No immediate action
TXN0003727,ACCT000081,CUST000270,0.4522903367852012,0,8,Info,24.75,Low,No immediate priority indicators,No immediate action
TXN0003351,ACCT000261,CUST000063,0.18189773311676272,0,30,Low,24.69,Low,high risk jurisdiction flag,No immediate action
TXN0003450,ACCT000467,CUST000360,0.1814964831916524,0,30,Low,24.67,Low,high risk jurisdiction flag,No immediate action
TXN0002839,ACCT000572,CUST000354,0.44716793521505144,0,8,Info,24.52,Low,No immediate priority indicators,No immediate action
TXN0001587,ACCT000539,CUST000218,0.17398659003602493,0,30,Low,24.33,Low,high risk jurisdiction flag,No immediate action
TXN0004991,ACCT000654,CUST000169,0.17213381523632942,0,30,Low,24.25,Low,high risk jurisdiction flag,No immediate action
TXN0000396,ACCT000535,CUST000125,0.43973094628590426,0,8,Info,24.19,Low,No immediate priority indicators,No immediate action
TXN0004743,ACCT000040,CUST000496,0.170924306370902,0,30,Low,24.19,Low,high risk jurisdiction flag,No immediate action
TXN0003196,ACCT000263,CUST000098,0.16809712106460184,0,30,Low,24.06,Low,high risk jurisdiction flag,No immediate action
TXN0001806,ACCT000145,CUST000305,0.4365604219239521,0,8,Info,24.05,Low,No immediate priority indicators,No immediate action
TXN0002152,ACCT000264,CUST000047,0.16715449766085547,0,30,Low,24.02,Low,high risk jurisdiction flag,No immediate action
TXN0001293,ACCT000294,CUST000488,0.16656760321557254,0,30,Low,24.0,Low,high risk jurisdiction flag,No immediate action
TXN0000246,ACCT000503,CUST000321,0.4303577513762283,0,8,Info,23.77,Low,No immediate priority indicators,No immediate action
TXN0001047,ACCT000355,CUST000206,0.16137410716606426,0,30,Low,23.76,Low,high risk jurisdiction flag,No immediate action
TXN0000389,ACCT000291,CUST000367,0.1566468754901209,0,30,Low,23.55,Low,high risk jurisdiction flag,No immediate action
TXN0001845,ACCT000386,CUST000408,0.14682948731379697,0,30,Low,23.11,Low,high risk jurisdiction flag,No immediate action
TXN0000730,ACCT000580,CUST000318,0.08105759879077339,0,35,Low,22.9,Low,high risk jurisdiction flag,No immediate action
TXN0000418,ACCT000238,CUST000466,0.5088577739503491,1,0,Info,22.9,Low,Fraud probability above threshold,No immediate action
TXN0000829,ACCT000220,CUST000229,0.41052211194767085,0,8,Info,22.87,Low,No immediate priority indicators,No immediate action
TXN0000471,ACCT000180,CUST000023,0.4090011114176173,0,8,Info,22.81,Low,No immediate priority indicators,No immediate action
TXN0001132,ACCT000647,CUST000270,0.07875702032273198,0,35,Low,22.79,Low,high risk jurisdiction flag,No immediate action
TXN0000866,ACCT000039,CUST000409,0.139568244732556,0,30,Low,22.78,Low,high risk jurisdiction flag,No immediate action
TXN0002196,ACCT000180,CUST000023,0.34521118482710095,0,13,Low,22.68,Low,No immediate priority indicators,No immediate action
TXN0000258,ACCT000628,CUST000442,0.23397325474492667,0,22,Low,22.63,Low,high risk jurisdiction flag,No immediate action
TXN0004068,ACCT000110,CUST000060,0.13443097381143712,0,30,Low,22.55,Low,high risk jurisdiction flag,No immediate action
TXN0003409,ACCT000084,CUST000038,0.132332544373714,0,30,Low,22.45,Low,high risk jurisdiction flag,No immediate action
TXN0003487,ACCT000351,CUST000085,0.3966447476591079,0,8,Info,22.25,Low,No immediate priority indicators,No immediate action
TXN0001954,ACCT000002,CUST000113,0.39605415542493466,0,8,Info,22.22,Low,No immediate priority indicators,No immediate action
TXN0004489,ACCT000281,CUST000097,0.12441379587508287,0,30,Low,22.1,Low,high risk jurisdiction flag,No immediate action
TXN0004056,ACCT000113,CUST000320,0.39087737325109323,0,8,Info,21.99,Low,No immediate priority indicators,No immediate action
TXN0002910,ACCT000037,CUST000028,0.11998328080385957,0,30,Low,21.9,Low,high risk jurisdiction flag,No immediate action
TXN0001015,ACCT000690,CUST000233,0.38822398790566764,0,8,Info,21.87,Low,No immediate priority indicators,No immediate action
TXN0004357,ACCT000113,CUST000320,0.38771110773243833,0,8,Info,21.85,Low,No immediate priority indicators,No immediate action
TXN0000546,ACCT000611,CUST000433,0.3873965071773566,0,8,Info,21.83,Low,No immediate priority indicators,No immediate action
TXN0004559,ACCT000645,CUST000035,0.11478675122993623,0,30,Low,21.67,Low,high risk jurisdiction flag,No immediate action
TXN0003700,ACCT000299,CUST000282,0.11442299183162274,0,30,Low,21.65,Low,high risk jurisdiction flag,No immediate action
TXN0004688,ACCT000526,CUST000382,0.11287397782369717,0,30,Low,21.58,Low,high risk jurisdiction flag,No immediate action
TXN0001375,ACCT000695,CUST000161,0.10993773081493602,0,30,Low,21.45,Low,high risk jurisdiction flag,No immediate action
TXN0000733,ACCT000581,CUST000449,0.10926035336286316,0,30,Low,21.42,Low,high risk jurisdiction flag,No immediate action
TXN0002092,ACCT000338,CUST000018,0.316137987862611,0,13,Low,21.38,Low,No immediate priority indicators,No immediate action
TXN0002408,ACCT000694,CUST000042,0.10706193879184525,0,30,Low,21.32,Low,high risk jurisdiction flag,No immediate action
TXN0001710,ACCT000150,CUST000491,0.37399199602981303,0,8,Info,21.23,Low,No immediate priority indicators,No immediate action
TXN0000103,ACCT000170,CUST000342,0.10435714739321134,0,30,Low,21.2,Low,high risk jurisdiction flag,No immediate action
TXN0001196,ACCT000502,CUST000415,0.10336030044998074,0,30,Low,21.15,Low,high risk jurisdiction flag,No immediate action
TXN0003988,ACCT000002,CUST000113,0.3686596101722866,0,8,Info,20.99,Low,No immediate priority indicators,No immediate action
TXN0001581,ACCT000550,CUST000158,0.09920556311724979,0,30,Low,20.96,Low,high risk jurisdiction flag,No immediate action
TXN0001570,ACCT000606,CUST000325,0.09520850969090389,0,30,Low,20.78,Low,high risk jurisdiction flag,No immediate action
TXN0003061,ACCT000458,CUST000359,0.09287078198614628,0,30,Low,20.68,Low,high risk jurisdiction flag,No immediate action
TXN0002552,ACCT000697,CUST000310,0.03035208700167833,0,35,Low,20.62,Low,high risk jurisdiction flag,No immediate action
TXN0001363,ACCT000329,CUST000060,0.3594658264043557,0,8,Info,20.58,Low,No immediate priority indicators,No immediate action
TXN0000753,ACCT000557,CUST000003,0.09072782963427158,0,30,Low,20.58,Low,high risk jurisdiction flag,No immediate action
TXN0003079,ACCT000072,CUST000346,0.08953278675792982,0,30,Low,20.53,Low,high risk jurisdiction flag,No immediate action
TXN0002242,ACCT000520,CUST000376,0.08938630961837993,0,30,Low,20.52,Low,high risk jurisdiction flag,No immediate action
TXN0004149,ACCT000283,CUST000442,0.08821887023559861,0,30,Low,20.47,Low,high risk jurisdiction flag,No immediate action
TXN0001148,ACCT000673,CUST000465,0.08421862294331657,0,30,Low,20.29,Low,high risk jurisdiction flag,No immediate action
TXN0002699,ACCT000142,CUST000144,0.2918970264426662,0,13,Low,20.29,Low,No immediate priority indicators,No immediate action
TXN0002325,ACCT000017,CUST000263,0.08377670313700741,0,30,Low,20.27,Low,high risk jurisdiction flag,No immediate action
TXN0003294,ACCT000467,CUST000360,0.08291841853475095,0,30,Low,20.23,Low,high risk jurisdiction flag,No immediate action
TXN0000761,ACCT000136,CUST000299,0.08277022521532479,0,30,Low,20.22,Low,high risk jurisdiction flag,No immediate action
TXN0000108,ACCT000508,CUST000373,0.08130372688218163,0,30,Low,20.16,Low,high risk jurisdiction flag,No immediate action
TXN0004973,ACCT000133,CUST000261,0.08078233168657095,0,30,Low,20.14,Low,high risk jurisdiction flag,No immediate action
TXN0003319,ACCT000422,CUST000399,0.08062301880552243,0,30,Low,20.13,Low,high risk jurisdiction flag,No immediate action
TXN0003584,ACCT000610,CUST000308,0.28685623366147256,0,13,Low,20.06,Low,No immediate priority indicators,No immediate action
TXN0002827,ACCT000651,CUST000006,0.07897952198882485,0,30,Low,20.05,Low,high risk jurisdiction flag,No immediate action
TXN0004380,ACCT000153,CUST000029,0.07895874426865807,0,30,Low,20.05,Low,high risk jurisdiction flag,No immediate action
TXN0001841,ACCT000035,CUST000045,0.07786756760039813,0,30,Low,20.0,Low,high risk jurisdiction flag,No immediate action
TXN0002928,ACCT000142,CUST000144,0.34577148593285334,0,8,Info,19.96,Low,No immediate priority indicators,No immediate action
TXN0001366,ACCT000087,CUST000112,0.07574468522164558,0,30,Low,19.91,Low,high risk jurisdiction flag,No immediate action
TXN0002520,ACCT000357,CUST000238,0.28357091478249347,0,13,Low,19.91,Low,No immediate priority indicators,No immediate action
TXN0002684,ACCT000450,CUST000253,0.07535245799633833,0,30,Low,19.89,Low,high risk jurisdiction flag,No immediate action
TXN0003156,ACCT000608,CUST000392,0.282584303013378,0,13,Low,19.87,Low,No immediate priority indicators,No immediate action
TXN0001857,ACCT000333,CUST000412,0.07309339408845614,0,30,Low,19.79,Low,high risk jurisdiction flag,No immediate action
TXN0003804,ACCT000504,CUST000298,0.07005289394201204,0,30,Low,19.65,Low,high risk jurisdiction flag,No immediate action
TXN0004607,ACCT000005,CUST000267,0.3386162195257147,0,8,Info,19.64,Low,No immediate priority indicators,No immediate action
TXN0002873,ACCT000247,CUST000217,0.0693171714422335,0,30,Low,19.62,Low,high risk jurisdiction flag,No immediate action
TXN0001933,ACCT000310,CUST000190,0.06787253177452246,0,30,Low,19.55,Low,high risk jurisdiction flag,No immediate action
TXN0000642,ACCT000631,CUST000036,0.06716213839596126,0,30,Low,19.52,Low,high risk jurisdiction flag,No immediate action
TXN0004910,ACCT000493,CUST000413,0.2738458411091358,0,13,Low,19.47,Low,No immediate priority indicators,No immediate action
TXN0001990,ACCT000469,CUST000097,0.3343256088668137,0,8,Info,19.44,Low,No immediate priority indicators,No immediate action
TXN0000714,ACCT000635,CUST000326,0.06492603478589622,0,30,Low,19.42,Low,high risk jurisdiction flag,No immediate action
TXN0003358,ACCT000677,CUST000373,0.06438437438556503,0,30,Low,19.4,Low,high risk jurisdiction flag,No immediate action
TXN0002067,ACCT000063,CUST000394,0.3331871217263137,0,8,Info,19.39,Low,No immediate priority indicators,No immediate action
TXN0001910,ACCT000469,CUST000097,0.33249349372592363,0,8,Info,19.36,Low,No immediate priority indicators,No immediate action
TXN0000111,ACCT000155,CUST000123,0.06280341647815946,0,30,Low,19.33,Low,high risk jurisdiction flag,No immediate action
TXN0000226,ACCT000460,CUST000438,0.061503843103932226,0,30,Low,19.27,Low,high risk jurisdiction flag,No immediate action
TXN0002030,ACCT000341,CUST000390,0.06007044014095856,0,30,Low,19.2,Low,high risk jurisdiction flag,No immediate action
TXN0001642,ACCT000551,CUST000208,0.05970924525801839,0,30,Low,19.19,Low,high risk jurisdiction flag,No immediate action
TXN0002441,ACCT000690,CUST000233,0.3247014983836865,0,8,Info,19.01,Low,No immediate priority indicators,No immediate action
TXN0004971,ACCT000465,CUST000372,0.32243361873659093,0,8,Info,18.91,Low,No immediate priority indicators,No immediate action
TXN0004002,ACCT000653,CUST000329,0.05294363123851909,0,30,Low,18.88,Low,high risk jurisdiction flag,No immediate action
TXN0001452,ACCT000555,CUST000425,0.052681356064895796,0,30,Low,18.87,Low,high risk jurisdiction flag,No immediate action
TXN0003485,ACCT000020,CUST000263,0.05020424614128322,0,30,Low,18.76,Low,high risk jurisdiction flag,No immediate action
TXN0004818,ACCT000376,CUST000043,0.04989563834722198,0,30,Low,18.75,Low,high risk jurisdiction flag,No immediate action
TXN0002866,ACCT000121,CUST000011,0.04856932961236889,0,30,Low,18.69,Low,high risk jurisdiction flag,No immediate action
TXN0004773,ACCT000450,CUST000253,0.047975380805850815,0,30,Low,18.66,Low,high risk jurisdiction flag,No immediate action
TXN0002902,ACCT000060,CUST000068,0.04759408398965198,0,30,Low,18.64,Low,high risk jurisdiction flag,No immediate action
TXN0000658,ACCT000060,CUST000068,0.04594345903099683,0,30,Low,18.57,Low,high risk jurisdiction flag,No immediate action
TXN0004139,ACCT000339,CUST000139,0.045638468046065625,0,30,Low,18.55,Low,high risk jurisdiction flag,No immediate action
TXN0000914,ACCT000161,CUST000065,0.04539356283772164,0,30,Low,18.54,Low,high risk jurisdiction flag,No immediate action
TXN0003454,ACCT000500,CUST000050,0.04510480729229432,0,30,Low,18.53,Low,high risk jurisdiction flag,No immediate action
TXN0000631,ACCT000095,CUST000426,0.2527042809140775,0,13,Low,18.52,Low,No immediate priority indicators,No immediate action
TXN0001262,ACCT000093,CUST000264,0.04403517997478576,0,30,Low,18.48,Low,high risk jurisdiction flag,No immediate action
TXN0004001,ACCT000186,CUST000220,0.2515342185749379,0,13,Low,18.47,Low,No immediate priority indicators,No immediate action
TXN0001229,ACCT000069,CUST000158,0.043809665631144315,0,30,Low,18.47,Low,high risk jurisdiction flag,No immediate action
TXN0002542,ACCT000494,CUST000328,0.043149232042231596,0,30,Low,18.44,Low,high risk jurisdiction flag,No immediate action
TXN0001848,ACCT000216,CUST000216,0.04310453618004418,0,30,Low,18.44,Low,high risk jurisdiction flag,No immediate action
TXN0001197,ACCT000313,CUST000150,0.04017517277597445,0,30,Low,18.31,Low,high risk jurisdiction flag,No immediate action
TXN0004528,ACCT000673,CUST000465,0.04031774447320067,0,30,Low,18.31,Low,high risk jurisdiction flag,No immediate action
TXN0003605,ACCT000104,CUST000247,0.040092556422471365,0,30,Low,18.3,Low,high risk jurisdiction flag,No immediate action
TXN0001016,ACCT000613,CUST000231,0.037246430910370575,0,30,Low,18.18,Low,high risk jurisdiction flag,No immediate action
TXN0003050,ACCT000278,CUST000055,0.03583796717100302,0,30,Low,18.11,Low,high risk jurisdiction flag,No immediate action
TXN0000755,ACCT000582,CUST000190,0.3043328394329124,0,8,Info,18.09,Low,No immediate priority indicators,No immediate action
TXN0003389,ACCT000544,CUST000372,0.24279777278178355,0,13,Low,18.08,Low,No immediate priority indicators,No immediate action
TXN0003984,ACCT000104,CUST000247,0.034472123342311575,0,30,Low,18.05,Low,high risk jurisdiction flag,No immediate action
TXN0004674,ACCT000077,CUST000290,0.03378796595507161,0,30,Low,18.02,Low,high risk jurisdiction flag,No immediate action
TXN0003975,ACCT000601,CUST000104,0.30203795763410474,0,8,Info,17.99,Low,No immediate priority indicators,No immediate action
TXN0003674,ACCT000007,CUST000055,0.30052738269080104,0,8,Info,17.92,Low,No immediate priority indicators,No immediate action
TXN0002053,ACCT000617,CUST000422,0.03159157965044519,0,30,Low,17.92,Low,high risk jurisdiction flag,No immediate action
TXN0003064,ACCT000448,CUST000466,0.030366253196089394,0,30,Low,17.87,Low,high risk jurisdiction flag,No immediate action
TXN0001040,ACCT000174,CUST000325,0.02909118282381808,0,30,Low,17.81,Low,high risk jurisdiction flag,No immediate action
TXN0002636,ACCT000504,CUST000298,0.028321424024627367,0,30,Low,17.77,Low,high risk jurisdiction flag,No immediate action
TXN0001285,ACCT000410,CUST000259,0.02804900264954608,0,30,Low,17.76,Low,high risk jurisdiction flag,No immediate action
TXN0002216,ACCT000569,CUST000075,0.29476224835962184,0,8,Info,17.66,Low,No immediate priority indicators,No immediate action
TXN0000133,ACCT000152,CUST000370,0.02555376755727761,0,30,Low,17.65,Low,high risk jurisdiction flag,No immediate action
TXN0002857,ACCT000254,CUST000138,0.02366187688035134,0,30,Low,17.56,Low,high risk jurisdiction flag,No immediate action
TXN0001605,ACCT000633,CUST000457,0.29098177493544874,0,8,Info,17.49,Low,No immediate priority indicators,No immediate action
TXN0001601,ACCT000113,CUST000320,0.29085290209790776,0,8,Info,17.49,Low,No immediate priority indicators,No immediate action
TXN0003761,ACCT000468,CUST000304,0.2897684979900909,0,8,Info,17.44,Low,No immediate priority indicators,No immediate action
TXN0003356,ACCT000399,CUST000325,0.016343141360069,0,30,Low,17.24,Low,high risk jurisdiction flag,No immediate action
TXN0004407,ACCT000217,CUST000100,0.015242330446667729,0,30,Low,17.19,Low,high risk jurisdiction flag,No immediate action
TXN0004451,ACCT000479,CUST000103,0.21998143421975364,0,13,Low,17.05,Low,No immediate priority indicators,No immediate action
TXN0003311,ACCT000655,CUST000004,0.28032444602466733,0,8,Info,17.01,Low,No immediate priority indicators,No immediate action
TXN0004800,ACCT000287,CUST000323,0.27880064643520797,0,8,Info,16.95,Low,No immediate priority indicators,No immediate action
TXN0002872,ACCT000632,CUST000224,0.3143980682826511,0,5,Info,16.9,Low,No immediate priority indicators,No immediate action
TXN0004334,ACCT000409,CUST000398,0.2765347952712322,0,8,Info,16.84,Low,No immediate priority indicators,No immediate action
TXN0003613,ACCT000403,CUST000047,0.27537174374829876,0,8,Info,16.79,Low,No immediate priority indicators,No immediate action
TXN0002563,ACCT000189,CUST000380,0.27520266501917917,0,8,Info,16.78,Low,No immediate priority indicators,No immediate action
TXN0003363,ACCT000674,CUST000103,0.2743407988579661,0,8,Info,16.75,Low,No immediate priority indicators,No immediate action
TXN0004900,ACCT000098,CUST000340,0.3690423795445759,0,0,Info,16.61,Low,No immediate priority indicators,No immediate action
TXN0000054,ACCT000484,CUST000411,0.2692199578945111,0,8,Info,16.51,Low,No immediate priority indicators,No immediate action
TXN0000720,ACCT000186,CUST000220,0.2684509417485409,0,8,Info,16.48,Low,No immediate priority indicators,No immediate action
TXN0002370,ACCT000126,CUST000347,0.26500672907992867,0,8,Info,16.33,Low,No immediate priority indicators,No immediate action
TXN0000783,ACCT000409,CUST000398,0.26307576975373637,0,8,Info,16.24,Low,No immediate priority indicators,No immediate action
TXN0003361,ACCT000334,CUST000123,0.26260142387710633,0,8,Info,16.22,Low,No immediate priority indicators,No immediate action
TXN0002934,ACCT000356,CUST000295,0.3570585093910515,0,0,Info,16.07,Low,No immediate priority indicators,No immediate action
TXN0001818,ACCT000324,CUST000075,0.08544820604966841,0,22,Low,15.95,Low,high risk jurisdiction flag,No immediate action
TXN0000240,ACCT000001,CUST000473,0.25569344121175613,0,8,Info,15.91,Low,No immediate priority indicators,No immediate action
TXN0003863,ACCT000407,CUST000235,0.2554615310713892,0,8,Info,15.9,Low,No immediate priority indicators,No immediate action
TXN0000930,ACCT000044,CUST000400,0.35172044921810397,0,0,Info,15.83,Low,No immediate priority indicators,No immediate action
TXN0002750,ACCT000666,CUST000330,0.2517552611898514,0,8,Info,15.73,Low,No immediate priority indicators,No immediate action
TXN0000307,ACCT000365,CUST000457,0.25120212862764396,0,8,Info,15.7,Low,No immediate priority indicators,No immediate action
TXN0002011,ACCT000223,CUST000343,0.24658174823618306,0,8,Info,15.5,Low,No immediate priority indicators,No immediate action
TXN0001881,ACCT000048,CUST000025,0.24544951037696408,0,8,Info,15.45,Low,No immediate priority indicators,No immediate action
TXN0004634,ACCT000381,CUST000078,0.24509368495367873,0,8,Info,15.43,Low,No immediate priority indicators,No immediate action
TXN0000050,ACCT000198,CUST000384,0.24307902699783748,0,8,Info,15.34,Low,No immediate priority indicators,No immediate action
TXN0004168,ACCT000607,CUST000013,0.2426944651620637,0,8,Info,15.32,Low,No immediate priority indicators,No immediate action
TXN0003087,ACCT000433,CUST000170,0.24144490551300815,0,8,Info,15.27,Low,No immediate priority indicators,No immediate action
TXN0002003,ACCT000620,CUST000135,0.24048241909541415,0,8,Info,15.22,Low,No immediate priority indicators,No immediate action
TXN0003872,ACCT000696,CUST000196,0.23990626347429359,0,8,Info,15.2,Low,No immediate priority indicators,No immediate action
TXN0001525,ACCT000081,CUST000270,0.3372149176170283,0,0,Info,15.17,Low,No immediate priority indicators,No immediate action
TXN0001206,ACCT000116,CUST000366,0.2378731369111282,0,8,Info,15.1,Low,No immediate priority indicators,No immediate action
TXN0000148,ACCT000184,CUST000217,0.23688687481078546,0,8,Info,15.06,Low,No immediate priority indicators,No immediate action
TXN0004547,ACCT000661,CUST000120,0.3317710896448408,0,0,Info,14.93,Low,No immediate priority indicators,No immediate action
TXN0000475,ACCT000306,CUST000075,0.23329422589027954,0,8,Info,14.9,Low,No immediate priority indicators,No immediate action
TXN0003423,ACCT000648,CUST000362,0.23256833100588012,0,8,Info,14.87,Low,No immediate priority indicators,No immediate action
TXN0001463,ACCT000540,CUST000118,0.23087389332029473,0,8,Info,14.79,Low,No immediate priority indicators,No immediate action
TXN0003101,ACCT000510,CUST000043,0.22747445687620393,0,8,Info,14.64,Low,No immediate priority indicators,No immediate action
TXN0004541,ACCT000007,CUST000055,0.3216429315831172,0,0,Info,14.47,Low,No immediate priority indicators,No immediate action
TXN0004719,ACCT000493,CUST000413,0.22329373095474053,0,8,Info,14.45,Low,No immediate priority indicators,No immediate action
TXN0001979,ACCT000106,CUST000031,0.22108074922869536,0,8,Info,14.35,Low,No immediate priority indicators,No immediate action
TXN0004514,ACCT000019,CUST000284,0.049754403037446854,0,22,Low,14.34,Low,high risk jurisdiction flag,No immediate action
TXN0003012,ACCT000264,CUST000047,0.15946479228310254,0,13,Low,14.33,Low,No immediate priority indicators,No immediate action
TXN0000222,ACCT000498,CUST000490,0.215926967270658,0,8,Info,14.12,Low,No immediate priority indicators,No immediate action
TXN0004057,ACCT000252,CUST000109,0.21374852150865956,0,8,Info,14.02,Low,No immediate priority indicators,No immediate action
TXN0000690,ACCT000100,CUST000386,0.2137127289960853,0,8,Info,14.02,Low,No immediate priority indicators,No immediate action
TXN0000828,ACCT000056,CUST000258,0.21128309594297165,0,8,Info,13.91,Low,No immediate priority indicators,No immediate action
TXN0003967,ACCT000356,CUST000295,0.20703123587694414,0,8,Info,13.72,Low,No immediate priority indicators,No immediate action
TXN0003130,ACCT000693,CUST000133,0.2071234241258935,0,8,Info,13.72,Low,No immediate priority indicators,No immediate action
TXN0002456,ACCT000334,CUST000123,0.2063481720887995,0,8,Info,13.69,Low,No immediate priority indicators,No immediate action
TXN0003076,ACCT000361,CUST000258,0.30343897353083504,0,0,Info,13.65,Low,No immediate priority indicators,No immediate action
TXN0002200,ACCT000667,CUST000152,0.20500395439959812,0,8,Info,13.63,Low,No immediate priority indicators,No immediate action
TXN0004757,ACCT000180,CUST000023,0.20256453282742867,0,8,Info,13.52,Low,No immediate priority indicators,No immediate action
TXN0004137,ACCT000300,CUST000211,0.1995952874240384,0,8,Info,13.38,Low,No immediate priority indicators,No immediate action
TXN0003828,ACCT000360,CUST000349,0.1988111700591214,0,8,Info,13.35,Low,No immediate priority indicators,No immediate action
TXN0000949,ACCT000244,CUST000229,0.19812779723685595,0,8,Info,13.32,Low,No immediate priority indicators,No immediate action
TXN0001380,ACCT000516,CUST000056,0.19755836696148193,0,8,Info,13.29,Low,No immediate priority indicators,No immediate action
TXN0001623,ACCT000197,CUST000038,0.13474817609074208,0,13,Low,13.21,Low,No immediate priority indicators,No immediate action
TXN0004183,ACCT000337,CUST000439,0.19457463369820008,0,8,Info,13.16,Low,No immediate priority indicators,No immediate action
TXN0000958,ACCT000286,CUST000309,0.194000723167553,0,8,Info,13.13,Low,No immediate priority indicators,No immediate action
TXN0004268,ACCT000520,CUST000376,0.19362667971430478,0,8,Info,13.11,Low,No immediate priority indicators,No immediate action
TXN0000679,ACCT000044,CUST000400,0.19344132705391429,0,8,Info,13.1,Low,No immediate priority indicators,No immediate action
TXN0002824,ACCT000039,CUST000409,0.1928532881497547,0,8,Info,13.08,Low,No immediate priority indicators,No immediate action
TXN0002585,ACCT000424,CUST000485,0.1928748326793352,0,8,Info,13.08,Low,No immediate priority indicators,No immediate action
TXN0001387,ACCT000683,CUST000085,0.1923865241786173,0,8,Info,13.06,Low,No immediate priority indicators,No immediate action
TXN0002467,ACCT000096,CUST000177,0.1301786272585811,0,13,Low,13.01,Low,No immediate priority indicators,No immediate action
TXN0004306,ACCT000168,CUST000414,0.1910316021115123,0,8,Info,13.0,Low,No immediate priority indicators,No immediate action
TXN0003588,ACCT000257,CUST000166,0.18773984186780887,0,8,Info,12.85,Low,No immediate priority indicators,No immediate action
TXN0003899,ACCT000113,CUST000320,0.18687197782128562,0,8,Info,12.81,Low,No immediate priority indicators,No immediate action
TXN0002047,ACCT000278,CUST000055,0.013834311272490083,0,22,Low,12.72,Low,high risk jurisdiction flag,No immediate action
TXN0003791,ACCT000049,CUST000110,0.18419609183774432,0,8,Info,12.69,Low,No immediate priority indicators,No immediate action
TXN0001225,ACCT000039,CUST000409,0.18430363198587113,0,8,Info,12.69,Low,No immediate priority indicators,No immediate action
TXN0003834,ACCT000366,CUST000282,0.18383707208078767,0,8,Info,12.67,Low,No immediate priority indicators,No immediate action
TXN0000174,ACCT000365,CUST000457,0.18318741817038842,0,8,Info,12.64,Low,No immediate priority indicators,No immediate action
TXN0002861,ACCT000103,CUST000005,0.17952687993482064,0,8,Info,12.48,Low,No immediate priority indicators,No immediate action
TXN0003664,ACCT000511,CUST000199,0.17933234766121628,0,8,Info,12.47,Low,No immediate priority indicators,No immediate action
TXN0000585,ACCT000664,CUST000057,0.17941470580823923,0,8,Info,12.47,Low,No immediate priority indicators,No immediate action
TXN0002211,ACCT000322,CUST000353,0.17824802978161924,0,8,Info,12.42,Low,No immediate priority indicators,No immediate action
