transaction_id,account_id,customer_id,beneficiary_id,device_id,is_suspicious,suspicious_pattern,transaction_timestamp,amount,currency,transaction_type,merchant_category,origin_country,destination_country,channel,transaction_amount_log,is_round_amount,is_high_value_transaction,is_cross_border_transaction,is_high_risk_destination,is_unusual_channel,transaction_hour,transaction_day_of_week,transaction_month,is_night_transaction,amount_zscore_by_account,transaction_count_by_account,average_amount_by_account,amount_vs_account_average_ratio,transactions_last_1h,transactions_last_24h,transaction_amount_last_24h,hours_since_previous_transaction,high_velocity_flag,rapid_sequence_flag,customer_risk_band_encoded,account_age_days,customer_tenure_days,account_transaction_count,account_total_transaction_amount,account_average_transaction_amount,account_suspicious_transaction_rate,beneficiary_risk_band_encoded,is_new_beneficiary,beneficiary_country_risk_flag,beneficiary_transaction_count,beneficiary_total_amount,device_risk_band_encoded,device_country_mismatch_flag,device_transaction_count,shared_device_flag,round_amount_count_by_account,structuring_pattern_flag,rapid_movement_flag,high_risk_jurisdiction_flag,mule_activity_indicator,account_takeover_indicator,new_beneficiary_high_value_flag,round_amount_repetition_flag
TXN0001240,ACCT000660,CUST000134,BEN000763,DEV000083,False,normal_activity,2025-03-13 07:36:00,110.84,SGD,card_payment,crypto_exchange,US,GB,mobile,4.7170692784855,0,0,1,0,0,7,3,3,0,-0.12150467407704724,6,113.545,0.9761768461843322,1.0,1.0,110.84,1649.5,0,0,2,0,797,6,681.27,113.545,0.5,3,0,0,10,798.1800000000001,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001241,ACCT000692,CUST000024,BEN000492,DEV000250,False,normal_activity,2025-02-07 18:55:00,45.78,USD,bank_transfer,travel,GB,NL,web,3.845455761156033,0,0,1,0,0,18,4,2,0,-0.35813945420683374,8,1807.9737499999999,0.02532116409322868,1.0,1.0,45.78,-1.0,0,0,1,1305,1236,8,14463.789999999999,1807.9737499999999,0.375,1,0,0,10,1152.2,1,0,3,1,0.0,0,0,0,0,0,0,0
TXN0001242,ACCT000506,CUST000123,BEN000605,DEV000593,False,normal_activity,2025-05-08 04:28:00,30.94,AED,international_transfer,travel,GB,AE,api,3.4638591427868666,0,0,1,1,1,4,3,5,1,-0.972170450427318,7,78.61571428571428,0.39355999345823267,1.0,1.0,30.94,594.6666666666666,0,0,2,755,0,7,550.31,78.61571428571428,0.0,2,0,1,7,910.9399999999999,1,0,12,1,0.0,0,0,1,0,0,0,0
TXN0001243,ACCT000651,CUST000006,BEN000350,DEV000441,False,normal_activity,2025-11-11 03:51:00,63.58,EUR,card_payment,cash_services,US,US,mobile,4.167904765330129,0,0,0,0,0,3,1,11,1,-0.2023158134482178,10,78.975,0.8050648939537829,1.0,1.0,63.58,1623.1833333333334,0,0,1,801,53,10,789.75,78.975,0.1,1,0,0,4,581.9699999999999,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001244,ACCT000074,CUST000344,BEN000406,DEV000433,False,normal_activity,2025-11-11 06:47:00,46.7,SGD,cash_withdrawal,grocery,TR,GB,mobile,3.8649313978942956,0,0,1,0,0,6,1,11,0,-0.6004487850191511,6,77.58,0.6019592678525394,1.0,1.0,46.7,2547.0833333333335,0,0,1,639,1577,6,465.48,77.58,0.16666666666666666,1,0,0,6,597.7,3,0,13,1,0.0,0,0,0,0,0,0,0
TXN0001245,ACCT000379,CUST000329,BEN000356,DEV000518,False,normal_activity,2025-02-26 23:49:00,27.39,EUR,bank_transfer,grocery,GB,BR,mobile,3.34603697048488,0,0,1,0,0,23,2,2,1,-0.9608682485218972,6,138.5583333333333,0.19767847476995254,1.0,1.0,27.39,-1.0,0,0,1,851,1778,6,831.3499999999999,138.5583333333333,0.0,1,0,0,3,95.80000000000001,2,0,7,1,0.0,0,0,0,0,0,0,0
TXN0001246,ACCT000456,CUST000356,BEN000344,DEV000366,True,unusual_amount_spike,2025-08-12 00:01:00,148.96,GBP,card_payment,travel,NL,AE,api,5.010368591867711,0,0,1,1,1,0,1,8,1,0.3558207093373662,7,112.4442857142857,1.3247449530561168,1.0,1.0,148.96,1674.5166666666667,0,0,1,597,244,7,787.1099999999999,112.4442857142857,0.14285714285714285,1,0,1,8,802.4,1,0,8,1,0.0,0,0,1,0,0,0,0
TXN0001247,ACCT000650,CUST000435,BEN000537,DEV000398,False,normal_activity,2025-09-27 02:04:00,11.34,SGD,card_payment,travel,US,DE,web,2.5128460184772416,0,0,1,0,0,2,5,9,1,-1.141536110760299,7,98.88428571428571,0.11467949551423742,1.0,1.0,11.34,403.53333333333336,0,0,1,0,815,7,692.1899999999999,98.88428571428571,0.14285714285714285,1,0,0,2,151.47,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0001248,ACCT000085,CUST000230,BEN000797,DEV000289,False,normal_activity,2025-06-24 04:49:00,129.66,SGD,card_payment,travel,SG,US,api,4.872598529412604,0,0,1,0,1,4,1,6,1,0.47126393964905,9,96.11222222222221,1.3490479878845332,1.0,1.0,129.66,1283.2166666666667,0,0,1,874,1971,9,865.01,96.11222222222221,0.1111111111111111,1,0,0,7,1077.27,3,0,7,1,0.0,0,0,0,0,0,0,0
TXN0001249,ACCT000565,CUST000187,BEN000622,DEV000496,False,normal_activity,2025-01-13 18:56:00,45.59,GBP,bank_transfer,travel,DE,DE,web,3.8413859258287055,0,0,0,0,0,18,0,1,0,-1.0909451113223219,3,67.19666666666667,0.678456272632571,1.0,1.0,45.59,-1.0,0,0,1,1196,1257,3,201.59,67.19666666666667,0.3333333333333333,1,0,0,9,2485.52,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0001250,ACCT000055,CUST000278,BEN000534,DEV000427,False,normal_activity,2025-09-15 17:01:00,159.59,AED,cash_withdrawal,grocery,GB,BR,mobile,5.078854533073399,0,0,1,0,0,17,0,9,0,0.002049864763145634,10,159.246,1.0021601798475315,1.0,1.0,159.59,307.31666666666666,0,0,1,1801,408,10,1592.46,159.246,0.2,2,0,0,4,470.15,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001251,ACCT000251,CUST000441,BEN000010,DEV000315,False,normal_activity,2025-03-02 12:17:00,45.18,GBP,bank_transfer,electronics,GB,GB,web,3.8325468039263493,0,0,0,0,0,12,6,3,0,-0.5498565736620237,5,106.252,0.4252155253548169,1.0,1.0,45.18,-1.0,0,0,1,1197,1172,5,531.26,106.252,0.0,1,0,0,7,475.28,2,0,2,1,0.0,0,0,0,0,0,0,0
TXN0001252,ACCT000486,CUST000155,BEN000412,DEV000077,False,normal_activity,2025-03-09 01:28:00,91.79,USD,cash_withdrawal,cash_services,TR,NG,mobile,4.530338875365088,0,0,1,1,0,1,6,3,1,-0.13733994116208142,5,101.774,0.9019002888753513,1.0,1.0,91.79,894.0833333333334,0,0,1,1598,1397,5,508.87,101.774,0.2,1,0,1,5,267.03000000000003,2,0,12,1,0.0,0,0,1,0,0,0,0
TXN0001253,ACCT000204,CUST000216,BEN000765,DEV000484,False,normal_activity,2025-04-14 19:38:00,59.57,GBP,bank_transfer,travel,GB,US,mobile,4.103799720992856,0,0,1,0,0,19,0,4,0,-0.5087518107014953,9,240.10444444444445,0.2481003637305987,1.0,1.0,59.57,1525.7666666666667,0,0,1,154,0,9,2160.94,240.10444444444445,0.2222222222222222,1,0,0,11,1298.3999999999999,2,0,11,1,0.0,0,0,0,0,0,0,0
TXN0001254,ACCT000585,CUST000337,BEN000319,DEV000196,False,normal_activity,2025-01-31 11:13:00,69.41,SGD,card_payment,electronics,GB,GB,mobile,4.254335298531042,0,0,0,0,0,11,4,1,0,-0.4599667583424917,8,222.96625,0.3113027195819995,1.0,1.0,69.41,180.83333333333334,0,0,1,598,198,8,1783.73,222.96625,0.125,1,0,0,3,369.67,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001255,ACCT000652,CUST000454,BEN000440,DEV000216,False,normal_activity,2025-12-08 16:38:00,72.51,EUR,card_payment,cash_services,ZA,SG,web,4.297421451385996,0,0,1,0,0,16,0,12,0,-0.33200406447318886,9,1237.1855555555555,0.05860883169415888,1.0,1.0,72.51,2168.3333333333335,0,0,3,1834,623,9,11134.67,1237.1855555555555,0.1111111111111111,2,0,0,3,242.78,3,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001256,ACCT000112,CUST000123,BEN000260,DEV000075,False,normal_activity,2025-07-20 05:43:00,44.65,EUR,cash_withdrawal,travel,DE,BR,mobile,3.8210036070409776,0,0,1,0,0,5,6,7,1,-0.7334892806998545,4,1101.1,0.04055035873217692,1.0,1.0,44.65,3216.9333333333334,0,0,2,1546,0,4,4404.4,1101.1,0.75,1,0,0,9,549.3,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0001257,ACCT000181,CUST000096,BEN000153,DEV000131,False,normal_activity,2025-10-25 13:08:00,22.05,AED,bank_transfer,grocery,US,NG,mobile,3.1376657694426577,0,0,1,1,0,13,5,10,0,-0.5465278491188927,9,189.76666666666665,0.11619532759529248,1.0,1.0,22.05,527.4,0,0,1,1002,926,9,1707.8999999999999,189.76666666666665,0.1111111111111111,3,0,1,6,337.56,1,0,9,1,0.0,0,0,1,0,0,0,0
TXN0001258,ACCT000052,CUST000178,BEN000565,DEV000076,True,new_beneficiary_risk,2025-01-05 04:45:00,132.89,EUR,international_transfer,travel,GB,FR,branch,4.8970185673092885,0,0,1,0,1,4,6,1,1,-0.5324239225347455,7,2162.4742857142855,0.06145275385603264,1.0,1.0,132.89,-1.0,0,0,1,637,260,7,15137.32,2162.4742857142855,0.42857142857142855,2,0,0,6,954.98,1,0,9,1,0.0,0,0,0,0,0,1,0
TXN0001259,ACCT000498,CUST000490,BEN000251,DEV000059,False,normal_activity,2025-03-11 03:14:00,279.83,EUR,card_payment,electronics,DE,AE,mobile,5.637749504051763,0,0,1,1,0,3,1,3,1,0.05436619292574178,6,259.455,1.0785299955676322,1.0,1.0,279.83,-1.0,0,0,1,1093,1051,6,1556.73,259.455,0.3333333333333333,1,0,1,14,30279.12,1,0,10,1,0.0,0,0,1,0,0,0,0
TXN0001260,ACCT000621,CUST000116,BEN000471,DEV000013,False,normal_activity,2025-02-24 02:22:00,296.87,EUR,card_payment,cash_services,GB,ZA,api,5.696657149713612,0,0,1,0,1,2,0,2,1,-0.10475101125502932,16,425.02,0.6984847771869559,1.0,1.0,296.87,70.28333333333333,0,0,1,1192,841,16,6800.32,425.02,0.3125,1,0,0,5,556.08,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0001261,ACCT000422,CUST000399,BEN000475,DEV000177,False,normal_activity,2025-01-27 03:15:00,40.53,AED,bank_transfer,cash_services,DE,US,web,3.726416057642662,0,0,1,0,0,3,0,1,1,-0.815672065738499,4,63.8675,0.634595060085333,1.0,1.0,40.53,-1.0,0,0,1,1275,1700,4,255.47,63.8675,0.0,2,0,0,9,1142.7,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0001262,ACCT000093,CUST000264,BEN000679,DEV000454,False,normal_activity,2025-09-19 17:25:00,34.47,EUR,bank_transfer,gambling,GB,TR,web,3.5686872687855304,0,0,1,1,0,17,4,9,0,-0.4720408108758454,5,1071.576,0.03216757374185312,1.0,2.0,68.19,13.633333333333333,0,0,3,1269,430,5,5357.88,1071.576,0.2,2,0,1,9,893.31,1,0,7,1,0.0,0,0,1,0,0,0,0
TXN0001263,ACCT000122,CUST000023,BEN000751,DEV000519,False,normal_activity,2025-03-02 19:49:00,40.49,USD,bank_transfer,travel,US,NL,mobile,3.725452434344777,0,0,1,0,0,19,6,3,0,-0.6074445304669294,6,139.05666666666664,0.2911762590790326,1.0,1.0,40.49,187.51666666666668,0,0,3,857,699,6,834.3399999999999,139.05666666666664,0.0,1,0,0,4,474.65,1,0,11,1,0.0,0,0,0,0,0,0,0
TXN0001264,ACCT000025,CUST000307,BEN000443,DEV000137,False,normal_activity,2025-11-26 02:10:00,56.93,USD,card_payment,grocery,GB,ZA,mobile,4.059235385108533,0,0,1,0,0,2,2,11,1,-0.3324512121141446,10,2075.0099999999998,0.02743601235656696,1.0,1.0,56.93,2041.3666666666666,0,0,1,230,536,10,20750.1,2075.0099999999998,0.4,2,0,0,10,607.42,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001265,ACCT000343,CUST000278,BEN000041,DEV000255,False,normal_activity,2025-09-30 20:16:00,63.61,EUR,card_payment,travel,GB,SG,web,4.168369197570074,0,0,1,0,0,20,1,9,0,-0.31049441520921794,11,78.99272727272727,0.8052640058923722,1.0,1.0,63.61,603.7833333333333,0,0,1,844,423,11,868.92,78.99272727272727,0.0,1,0,0,7,23286.26,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0001266,ACCT000505,CUST000234,BEN000466,DEV000500,False,normal_activity,2025-04-15 02:54:00,27.16,SGD,bank_transfer,grocery,US,US,api,3.3379025312898416,0,0,0,0,1,2,1,4,1,-0.5758538922524178,9,255.45222222222225,0.10632125163653128,1.0,1.0,27.16,138.48333333333332,0,0,1,1539,1352,9,2299.07,255.45222222222225,0.3333333333333333,3,0,0,5,580.88,2,0,6,1,0.0,0,0,0,0,0,0,0
TXN0001267,ACCT000106,CUST000031,BEN000708,DEV000425,True,account_takeover_style_behaviour,2025-04-09 09:22:00,17.61,AED,bank_transfer,cash_services,DE,GB,web,2.9236990706541595,0,0,1,0,0,9,2,4,0,-0.7915480297731731,5,51.536,0.3417028873020801,1.0,1.0,17.61,1887.0166666666667,0,0,1,1122,738,5,257.68,51.536,0.2,2,0,0,8,1002.84,1,0,7,1,0.0,0,0,0,0,1,0,0
TXN0001268,ACCT000594,CUST000231,BEN000382,DEV000543,False,normal_activity,2025-05-20 15:47:00,69.75,EUR,card_payment,grocery,GB,US,mobile,4.259152536523347,0,0,1,0,0,15,1,5,0,-0.400381135197525,7,1712.2457142857143,0.040735975811215346,1.0,1.0,69.75,73.06666666666666,0,0,1,671,1806,7,11985.72,1712.2457142857143,0.5714285714285714,1,0,0,9,1325.83,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0001269,ACCT000177,CUST000262,BEN000452,DEV000009,True,shared_device_behaviour,2025-07-16 23:11:00,2.78,EUR,bank_transfer,electronics,FR,BR,web,1.3297240096314962,0,0,1,0,0,23,2,7,1,-0.6077300050059765,7,197.71285714285713,0.014060795236959805,1.0,1.0,2.78,1444.7666666666667,0,0,1,203,1580,7,1383.99,197.71285714285713,0.14285714285714285,2,0,0,6,266.42,1,1,18,1,0.0,0,0,0,0,1,0,0
TXN0001270,ACCT000361,CUST000258,BEN000611,DEV000102,True,unusual_amount_spike,2025-09-06 13:44:00,944.25,AED,bank_transfer,travel,FR,AE,api,6.851449442771043,0,0,1,1,1,13,5,9,0,1.7633701487008027,5,258.94,3.6465976674133005,1.0,1.0,944.25,3078.633333333333,0,0,2,1260,1879,5,1294.7,258.94,0.2,1,0,1,4,1098.08,1,0,6,1,0.0,0,0,1,0,0,0,0
TXN0001271,ACCT000468,CUST000304,BEN000352,DEV000086,True,account_takeover_style_behaviour,2025-06-13 15:18:00,28.49,SGD,bank_transfer,gambling,US,GB,mobile,3.3840512228271846,0,0,1,0,0,15,4,6,0,-0.4986668771162582,14,116.56642857142857,0.24440999307568337,1.0,1.0,28.49,1310.45,0,0,1,793,1916,14,1631.93,116.56642857142857,0.35714285714285715,1,0,0,8,1727.27,1,0,11,1,0.0,0,0,0,0,1,0,0
TXN0001272,ACCT000378,CUST000123,BEN000332,DEV000426,False,normal_activity,2025-10-21 18:48:00,134.58,GBP,card_payment,electronics,SG,DE,mobile,4.909561872002819,0,0,1,0,0,18,1,10,0,-0.4069857808178914,6,3333.8933333333334,0.04036721830732437,1.0,1.0,134.58,5562.283333333334,0,0,2,0,0,6,20003.36,3333.8933333333334,0.16666666666666666,1,0,0,8,21630.34,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001273,ACCT000335,CUST000128,BEN000386,DEV000016,True,round_number_payments,2025-10-08 15:49:00,2500.0,SGD,international_transfer,grocery,BR,FR,mobile,7.824445930877619,1,0,1,0,0,15,2,10,0,1.499770682263948,4,663.8475000000001,3.765925156003449,1.0,1.0,2500.0,40.96666666666667,0,0,2,653,1909,4,2655.3900000000003,663.8475000000001,0.5,1,0,0,7,2959.7099999999996,1,0,6,1,1.0,1,0,0,0,0,0,1
TXN0001274,ACCT000236,CUST000279,BEN000682,DEV000277,False,normal_activity,2025-04-05 23:27:00,174.88,SGD,card_payment,electronics,GB,NL,api,5.169801944312609,0,0,1,0,1,23,5,4,1,0.9286216542263136,9,123.35444444444445,1.417703276015817,1.0,1.0,174.88,1031.4166666666667,0,0,2,727,314,9,1110.19,123.35444444444445,0.1111111111111111,1,0,0,5,663.88,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0001275,ACCT000302,CUST000192,BEN000391,DEV000212,True,unusual_amount_spike,2025-05-25 14:10:00,817.48,SGD,card_payment,travel,US,SG,mobile,6.707448961570685,0,0,1,0,0,14,6,5,0,2.4614864064158506,8,133.77,6.111086192718846,1.0,1.0,817.48,511.05,0,0,1,1039,1220,8,1070.16,133.77,0.375,2,0,0,4,1348.43,1,0,7,1,0.0,0,0,0,0,0,0,0
TXN0001276,ACCT000167,CUST000102,BEN000262,DEV000552,False,normal_activity,2025-10-29 13:14:00,24.01,GBP,card_payment,electronics,NL,FR,mobile,3.219275744889528,0,0,1,0,0,13,2,10,0,-0.8968483181943115,7,98.35428571428572,0.2441174761794097,1.0,1.0,24.01,508.78333333333336,0,0,1,202,0,7,688.48,98.35428571428572,0.0,1,0,0,12,3977.2700000000004,1,0,11,1,0.0,0,0,0,0,0,0,0
TXN0001277,ACCT000207,CUST000206,BEN000478,DEV000599,False,normal_activity,2025-09-22 20:25:00,32.04,EUR,card_payment,grocery,NL,ZA,web,3.497718948652777,0,0,1,0,0,20,0,9,0,-0.4991173201892001,9,402.2044444444444,0.07966097949080624,1.0,1.0,32.04,356.18333333333334,0,0,1,1576,323,9,3619.8399999999997,402.2044444444444,0.2222222222222222,2,0,0,6,377.53000000000003,3,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001278,ACCT000529,CUST000265,BEN000555,DEV000291,False,normal_activity,2025-12-22 00:42:00,86.39,SGD,bank_transfer,electronics,NL,NL,web,4.4703808596394525,0,0,0,0,0,0,0,12,1,0.49919850106899916,7,64.55428571428571,1.3382535186332656,1.0,1.0,86.39,2097.7166666666667,0,0,1,1726,868,7,451.88,64.55428571428571,0.0,1,0,0,8,832.1800000000001,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0001279,ACCT000618,CUST000108,BEN000731,DEV000349,False,normal_activity,2025-02-05 09:39:00,15.16,AED,card_payment,electronics,GB,NL,mobile,2.7825390530929495,0,0,1,0,0,9,2,2,0,-0.4281948965330839,6,446.2683333333334,0.03397059317824477,1.0,1.0,15.16,419.23333333333335,0,0,1,0,15,6,2677.61,446.2683333333334,0.16666666666666666,1,0,0,8,780.95,1,0,6,1,0.0,0,0,0,0,0,0,0
TXN0001280,ACCT000595,CUST000158,BEN000715,DEV000228,False,normal_activity,2025-02-02 02:31:00,233.74,AED,card_payment,grocery,GB,PA,web,5.458478518671978,0,0,1,1,0,2,6,2,1,2.1575639381678764,9,88.63777777777779,2.637024594479404,1.0,1.0,233.74,-1.0,0,0,1,1534,1199,9,797.74,88.63777777777779,0.1111111111111111,1,0,1,11,2138.92,2,0,10,1,0.0,0,0,1,0,0,0,0
TXN0001281,ACCT000232,CUST000062,BEN000627,DEV000467,False,normal_activity,2025-07-04 12:05:00,49.52,SGD,card_payment,electronics,GB,US,api,3.9223692974822906,0,0,1,0,1,12,4,7,0,-1.0279644805743129,3,88.47333333333334,0.559716675457765,1.0,1.0,49.52,1739.35,0,0,1,1343,1964,3,265.42,88.47333333333334,0.0,2,0,0,5,323.34999999999997,1,0,7,1,0.0,0,0,0,0,0,0,0
TXN0001282,ACCT000225,CUST000108,BEN000616,DEV000177,False,normal_activity,2025-03-23 21:02:00,104.6,SGD,card_payment,cash_services,DE,DE,branch,4.659658371272161,0,0,0,0,1,21,6,3,0,0.9789298507464571,5,75.344,1.3882990019112338,1.0,1.0,104.6,-1.0,0,0,1,125,61,5,376.71999999999997,75.344,0.0,1,0,0,7,1311.1,1,0,5,1,0.0,0,0,0,0,0,0,0
TXN0001283,ACCT000041,CUST000143,BEN000360,DEV000447,False,normal_activity,2025-09-28 04:29:00,13.42,USD,card_payment,grocery,FR,US,mobile,2.668616131856803,0,0,1,0,0,4,6,9,1,-1.0576998242406488,10,45.415000000000006,0.29549708246174167,1.0,1.0,13.42,1029.4166666666667,0,0,2,710,1739,10,454.15000000000003,45.415000000000006,0.0,1,0,0,7,450.64,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001284,ACCT000192,CUST000294,BEN000275,DEV000543,False,normal_activity,2025-09-23 01:02:00,28.98,EUR,card_payment,grocery,GB,DE,branch,3.4005304926744517,0,0,1,0,1,1,1,9,1,-0.7106380192807698,8,72.505,0.39969657265016206,1.0,1.0,28.98,362.26666666666665,0,0,1,733,1886,8,580.04,72.505,0.0,1,0,0,7,644.26,1,0,8,1,0.0,0,0,0,0,0,0,0
TXN0001285,ACCT000410,CUST000259,BEN000451,DEV000104,False,normal_activity,2025-06-12 07:14:00,12.0,GBP,card_payment,grocery,US,AE,web,2.5649493574615367,0,0,1,1,0,7,3,6,0,-0.9205858442804938,10,88.774,0.13517471331696218,1.0,1.0,12.0,529.25,0,0,1,809,665,10,887.74,88.774,0.0,3,0,1,8,385.78,1,0,8,1,0.0,0,0,1,0,0,0,0
TXN0001286,ACCT000188,CUST000123,BEN000566,DEV000136,False,normal_activity,2025-01-14 09:31:00,167.18,GBP,cash_withdrawal,electronics,DE,NG,mobile,5.125034834404752,0,0,1,1,0,9,1,1,0,1.5885332775454084,6,94.67166666666667,1.765892646515149,1.0,1.0,167.18,318.0833333333333,0,0,2,694,0,6,568.03,94.67166666666667,0.16666666666666666,1,0,1,7,575.77,3,0,13,1,0.0,0,0,1,0,0,0,0
TXN0001287,ACCT000514,CUST000295,BEN000415,DEV000227,False,normal_activity,2025-05-09 03:59:00,57.73,USD,bank_transfer,crypto_exchange,US,SG,mobile,4.072950669534428,0,0,1,0,0,3,4,5,1,-0.9877158702036789,8,124.02125,0.4654847455577169,1.0,1.0,57.73,1254.7666666666667,0,0,1,1313,0,8,992.17,124.02125,0.0,1,0,0,4,193.31,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001288,ACCT000036,CUST000338,BEN000166,DEV000497,False,normal_activity,2025-04-14 16:01:00,111.52,AED,card_payment,electronics,GB,ZA,api,4.723130983621656,0,0,1,0,1,16,0,4,0,-0.5267821920124229,4,1382.7775,0.08064927293074989,1.0,1.0,111.52,-1.0,0,0,1,1317,1212,4,5531.11,1382.7775,0.25,1,0,0,3,298.85,1,0,7,1,0.0,0,0,0,0,0,0,0
TXN0001289,ACCT000289,CUST000273,BEN000012,DEV000385,False,normal_activity,2025-05-25 11:09:00,70.6,USD,bank_transfer,travel,GB,GB,mobile,4.2710950739666,0,0,0,0,0,11,6,5,0,-0.12527479916245007,10,79.251,0.890840494126257,1.0,1.0,70.6,471.4166666666667,0,0,1,149,0,10,792.51,79.251,0.0,1,0,0,10,1599.16,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001290,ACCT000197,CUST000038,BEN000047,DEV000117,False,normal_activity,2025-11-05 06:02:00,101.66,USD,card_payment,cash_services,US,GB,mobile,4.631422557132157,0,0,1,0,0,6,2,11,0,1.0345070499977667,5,78.176,1.3003990994678674,1.0,1.0,101.66,1537.5166666666667,0,0,1,225,789,5,390.88,78.176,0.2,3,0,0,12,1946.48,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001291,ACCT000347,CUST000061,BEN000341,DEV000221,False,normal_activity,2025-09-27 19:22:00,49.22,AED,card_payment,travel,ZA,NL,web,3.916413353729439,0,0,1,0,0,19,5,9,0,-0.3342978842610933,7,63.10142857142858,0.7800140363586968,1.0,1.0,49.22,1350.5333333333333,0,0,3,525,1779,7,441.71000000000004,63.10142857142858,0.2857142857142857,1,0,0,9,980.7,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001292,ACCT000018,CUST000338,BEN000634,DEV000387,True,account_takeover_style_behaviour,2025-09-06 19:17:00,55.52,GBP,card_payment,gambling,NG,GB,mobile,4.034594557816327,0,0,1,0,0,19,5,9,0,-0.3375916452275572,9,1902.6600000000003,0.029180200351087423,1.0,1.0,55.52,990.9,0,0,1,24,1357,9,17123.940000000002,1902.6600000000003,0.2222222222222222,3,0,0,9,1004.02,1,0,7,1,0.0,0,0,0,0,1,0,0
TXN0001293,ACCT000294,CUST000488,BEN000632,DEV000579,False,normal_activity,2025-01-06 09:02:00,61.4,GBP,card_payment,gambling,GB,PA,mobile,4.133565275375382,0,0,1,1,0,9,0,1,0,-0.23671336094827244,9,77.75555555555555,0.7896541869105459,1.0,1.0,61.4,-1.0,0,0,1,1373,1275,9,699.8,77.75555555555555,0.1111111111111111,1,0,1,4,186.67,2,0,10,1,0.0,0,0,1,0,0,0,0
TXN0001294,ACCT000552,CUST000071,BEN000647,DEV000271,False,normal_activity,2025-08-22 20:35:00,96.07,GBP,card_payment,grocery,GB,GB,web,4.575432367724135,0,0,0,0,0,20,4,8,0,0.34665344940667636,11,81.14363636363636,1.1839498980483543,1.0,1.0,96.07,117.23333333333333,0,0,2,1169,1848,11,892.5799999999999,81.14363636363636,0.09090909090909091,2,0,0,9,568.28,1,0,9,1,0.0,0,0,0,0,0,0,0
TXN0001295,ACCT000600,CUST000125,BEN000568,DEV000045,False,normal_activity,2025-07-09 20:52:00,98.39,EUR,card_payment,grocery,FR,SG,web,4.599051504979914,0,0,1,0,0,20,2,7,0,-0.4441818851049226,5,2785.3599999999997,0.03532397966510613,1.0,1.0,98.39,257.18333333333334,0,0,1,32,288,5,13926.8,2785.3599999999997,0.2,1,0,0,2,143.28,1,0,10,1,0.0,0,0,0,0,0,0,0
TXN0001296,ACCT000180,CUST000023,BEN000019,DEV000063,True,round_number_payments,2025-08-12 09:06:00,2500.0,SGD,bank_transfer,cash_services,FR,NG,web,7.824445930877619,1,0,1,1,0,9,1,8,0,3.0029435764202446,11,311.4563636363636,8.026806615256186,1.0,1.0,2500.0,117.35,0,0,3,1492,862,11,3426.02,311.4563636363636,0.36363636363636365,3,0,1,5,2824.97,1,0,10,1,1.0,1,0,1,0,0,0,1
TXN0001297,ACCT000301,CUST000063,BEN000707,DEV000018,False,normal_activity,2025-05-29 15:18:00,302.91,AED,card_payment,travel,GB,NG,web,5.716731604942411,0,0,1,1,0,15,3,5,0,1.995565213116695,6,88.76,3.4126858945470935,1.0,1.0,302.91,983.3166666666667,0,0,1,1725,589,6,532.5600000000001,88.76,0.0,1,0,1,6,903.7,1,0,6,1,0.0,0,0,1,0,0,0,0
TXN0001298,ACCT000484,CUST000411,BEN000759,DEV000076,False,normal_activity,2025-07-03 04:42:00,13.45,AED,card_payment,electronics,GB,AE,mobile,2.670694414558441,0,0,1,1,0,4,3,7,1,-0.4167704171012046,11,134.07818181818183,0.10031460613210744,1.0,1.0,13.45,858.9,0,0,2,359,1746,11,1474.8600000000001,134.07818181818183,0.18181818181818182,1,0,1,7,915.79,1,0,9,1,0.0,0,0,1,0,0,0,0
TXN0001299,ACCT000325,CUST000259,BEN000680,DEV000248,False,normal_activity,2025-05-03 13:59:00,58.63,SGD,international_transfer,grocery,NL,TR,branch,4.0881588031350145,0,0,1,1,1,13,5,5,0,-0.35112739777695795,9,96.72777777777779,0.6061340531847682,1.0,1.0,58.63,70.38333333333334,0,0,1,1666,625,9,870.5500000000001,96.72777777777779,0.1111111111111111,1,0,1,6,803.23,1,0,13,1,0.0,0,0,1,0,0,0,0
